title_clean,company_clean,location_clean,desc_length,word_count,is_remote,has_contract_info,has_experience_info,has_education_info,has_salary_info,final_category
technicien des systèmes d’information hospitalier,afrihealth solutions,kenitra,685,84,0,0,0,0,0,RESSOURCES_HUMAINES
chargé de portefeuille,fondation arrawaj,autres_villes,490,75,0,0,0,0,0,SPECIAL_AUTRES
chargé de portefeuille h/f,fondation arrawaj,autres_villes,494,76,0,0,0,0,0,SPECIAL_AUTRES
assistante de direction bilingue (arabe / français),ycn dev maroc,rabat,705,84,0,0,0,0,0,DATA_IA
technicien courant faible,tectra casa bourgogne – recrutement,casablanca,685,90,0,0,0,0,0,DATA_IA
comptable sénior avec expérience en cabinet,firec & associes,casablanca,693,106,0,0,1,0,0,IT_DEVELOPPEMENT
commercial automotive,bajaj auto,casablanca,379,55,0,0,0,0,0,COMMERCIAL_VENTE
adjoint responsable magasin,tectra casa bourgogne – recrutement,casablanca,695,95,0,0,0,0,0,MANAGEMENT_DIRECTION
animatrice(eur),tectra,mohammedia,138,22,0,1,0,0,1,SPECIAL_AUTRES
chef de ligne,tectra,casablanca,538,80,0,0,0,0,0,MANAGEMENT_DIRECTION
chargé de maintenance en mécanique electronique pneumatique,tectra casa bourgogne – recrutement,autres_villes,688,87,0,0,0,0,0,DATA_IA
stagiaire pfe – maintenance,sepalumic,autres_villes,611,84,0,0,0,0,0,DATA_IA
stagiaire laboratoire,sepalumic,autres_villes,597,90,0,0,0,0,0,DATA_IA
technicien frigoriste,tectra,casablanca,581,80,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien électromécanique (électrosoudage),tesca morocco,tanger,333,39,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien maintenance électrique,compagnie industrielle des fibres,tanger,68,9,0,0,0,0,0,DATA_IA
superviseur maintenance,tesca morocco,tanger,198,25,0,0,0,0,0,DATA_IA
assistant(e) comptable,calliope,casablanca,380,49,0,0,0,0,0,COMPTABILITE_FINANCE
coordinatrice pédagogique anglophone,calliope,casablanca,595,79,0,0,0,0,0,SPECIAL_AUTRES
assistant(e) administratif(ve) et commerciale,calliope,casablanca,729,93,0,0,0,0,0,COMMERCIAL_VENTE
chargé(e) d´accueil bilingue,calliope,casablanca,680,92,0,0,0,0,0,DATA_IA
responsable administration du personnel,calliope,casablanca,707,93,0,0,0,0,0,MANAGEMENT_DIRECTION
conseiller(e) pédagogique,calliope,casablanca,711,91,0,0,1,0,0,SPECIAL_AUTRES
responsable développement commercial anglophone,calliope,casablanca,716,89,0,0,0,0,0,COMMERCIAL_VENTE
standardiste,tectra agence ain sbaa,casablanca,587,81,0,0,0,0,0,ADMINISTRATIF_SUPPORT
magasinier en logistique,tectra agence ain sbaa,casablanca,348,48,0,0,0,0,0,LOGISTIQUE_TRANSPORT
conseiller commercial en regroupement de crédits ou assurances,finvens,casablanca,724,107,0,0,0,0,0,COMMERCIAL_VENTE
gérant de station-service,non spécifié,casablanca,580,80,0,0,0,0,0,MANAGEMENT_DIRECTION
cake designer,tectra agence ain sbaa,casablanca,691,96,0,0,0,0,0,SPECIAL_AUTRES
chargé marketing direct,tectra casa tertiaire – recrutement,casablanca,495,68,0,0,0,0,0,MARKETING_COM
opérateur de machine,tectra,agadir,513,74,0,0,0,0,0,PRODUCTION_INDUSTRIE
électromécanicien,soft group holding,casablanca,399,47,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargé ressources humaines junior (h/f),dekra services,casablanca,574,81,0,1,1,0,0,DATA_IA
technicien irrigation,quality tomato morocco,autres_villes,719,97,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargé de portefeuille h/f,fondation arrawaj,fes,652,102,0,0,0,0,0,SPECIAL_AUTRES
chef de projet industriel,tesca morocco,tanger,635,82,0,0,0,0,0,MANAGEMENT_DIRECTION
responsable uap,tesca morocco,tanger,538,73,0,0,0,0,0,MANAGEMENT_DIRECTION
comptable (h/f),non spécifié,casablanca,533,78,0,0,0,0,0,COMPTABILITE_FINANCE
assistant service commercial h/f,batifer,mohammedia,272,39,0,0,0,0,0,COMMERCIAL_VENTE
technicien de maintenance agro-alimentaire,maintenance akademy,autres_villes,464,63,0,0,0,0,0,DATA_IA
ingénieur agronome,non spécifié,autres_villes,70,9,0,0,0,1,0,INGENIERIE
technicien agricole,non spécifié,autres_villes,54,8,0,0,0,0,0,PRODUCTION_INDUSTRIE
comptable,non spécifié,autres_villes,58,7,0,0,1,0,0,COMPTABILITE_FINANCE
chargé de la qualité qhse,non spécifié,autres_villes,119,18,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargé de commerce international,non spécifié,autres_villes,103,14,0,0,0,0,0,SPECIAL_AUTRES
responsable développement – centre d’affaires,calliope,casablanca,672,90,0,0,0,0,0,DATA_IA
responsable site e-commerce,calliope,casablanca,636,99,0,0,0,0,0,MANAGEMENT_DIRECTION
responsable relations publiques,calliope,casablanca,732,97,0,0,0,0,0,MANAGEMENT_DIRECTION
responsable centre de formation,calliope,casablanca,724,100,0,0,0,0,0,RESSOURCES_HUMAINES
conseiller(e) pédagogique,calliope,marrakech,712,91,0,0,1,0,0,SPECIAL_AUTRES
spécialiste transport et qualité,tectra casa tertiaire – recrutement,nador,677,99,0,0,0,0,0,LOGISTIQUE_TRANSPORT
ingénieur prescription,non spécifié,casablanca,718,94,0,0,0,1,0,INGENIERIE
cadre commercial – solutions de sécurité et détection (h/f),dekra services,casablanca,726,100,0,0,0,0,0,COMMERCIAL_VENTE
technicien en plomberie,tectra,agadir,459,65,0,0,0,0,0,PRODUCTION_INDUSTRIE
opérateur de montage,tectra el jadida – recrutement,el jadida,488,74,0,0,0,0,0,PRODUCTION_INDUSTRIE
opérateur cnc (préparation et entretien des moules),tectra casa tertiaire – recrutement,nador,724,107,0,0,0,0,0,PRODUCTION_INDUSTRIE
spécialiste en automatisation et équipements intelligents,tectra casa tertiaire – recrutement,nador,731,97,0,0,0,0,0,SPECIAL_AUTRES
it specialist – spécialiste informatique (systèmes et support it),tectra casa tertiaire – recrutement,nador,725,100,0,0,0,0,0,SPECIAL_AUTRES
maintenance technician - sala al jadida,lear automotive morocco,rabat,700,94,0,0,0,0,0,DATA_IA
gestionnaire de stock,tectra casa bourgogne – recrutement,casablanca,698,97,0,0,0,0,0,DATA_IA
assistante exécutive senior / office manager / manager,job connect,rabat,738,92,0,0,1,0,0,ADMINISTRATIF_SUPPORT
électromécanicien,tectra,casablanca,507,64,0,0,1,0,0,PRODUCTION_INDUSTRIE
assistante achat,bricoma,casablanca,708,95,0,0,0,0,0,ADMINISTRATIF_SUPPORT
manager en restauration rapide,bk tours centre,autres_villes,662,105,0,1,0,0,1,MANAGEMENT_DIRECTION
chargé(e) de recrutement,tectra tanger – recrutement,tanger,719,105,0,0,0,0,0,SPECIAL_AUTRES
agent maritime terrain,tectra casa bourgogne – recrutement,casablanca,689,100,0,0,0,0,0,DATA_IA
chargé(e) de gestion des crédits,tectra casa bourgogne – recrutement,casablanca,698,98,0,0,0,0,0,SPECIAL_AUTRES
assistante logistique,tectra casa bourgogne – recrutement,casablanca,711,96,0,0,0,0,0,LOGISTIQUE_TRANSPORT
technicien froid et climatisation en intérim,tectra,casablanca,620,84,0,1,0,0,0,PRODUCTION_INDUSTRIE
chargé de portefeuille,fondation arrawaj,tanger,657,103,0,0,0,0,0,SPECIAL_AUTRES
chargé de portefeuille,fondation arrawaj,autres_villes,659,103,0,0,0,0,0,SPECIAL_AUTRES
chargé de portefeuille,fondation arrawaj,nador,654,103,0,0,0,0,0,SPECIAL_AUTRES
chargé de portefeuille,fondation arrawaj,el jadida,646,102,0,0,0,0,0,SPECIAL_AUTRES
chargé administration rh anglophone (h/f),dekra services,casablanca,559,80,0,0,0,0,0,DATA_IA
chargé de portefeuille,fondation arrawaj,oujda,665,104,0,0,0,0,0,SPECIAL_AUTRES
accompagnateur social et pédagogique,tectra casa tertiaire – recrutement,casablanca,635,79,0,0,0,0,0,SPECIAL_AUTRES
stagiaire en comptabilité,soft group holding,casablanca,273,38,0,1,0,0,0,DATA_IA
boarding agent,tectra casa tertiaire – recrutement,casablanca,704,94,0,1,0,0,0,SPECIAL_AUTRES
ingénieur biomédical,profils recrutement,casablanca,438,63,0,0,0,1,0,DATA_IA
animateur(trice) and inborder,tectra berrechid,autres_villes,693,104,0,0,0,0,0,SPECIAL_AUTRES
chef d´équipe,tectra berrechid,autres_villes,531,90,0,0,0,1,1,MANAGEMENT_DIRECTION
technicien en maintenance,tectra berrechid,autres_villes,432,59,0,0,0,0,0,DATA_IA
assistante de direction,dekra services,casablanca,627,84,0,1,0,0,0,ADMINISTRATIF_SUPPORT
commerciale terrain produit d´esthétique/cosmétique,tectra casa bourgogne – recrutement,casablanca,704,92,0,0,0,0,0,DATA_IA
animateur commercial,tectra,kenitra,517,67,0,0,0,0,0,COMMERCIAL_VENTE
contrôleur qualité,tectra el jadida – recrutement,el jadida,703,104,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable qualité produit / qhse,non spécifié,casablanca,727,99,0,0,0,0,0,IT_DEVELOPPEMENT
animateur(trice),tectra fès,fes,513,67,0,0,0,0,0,SPECIAL_AUTRES
morocco retail manager,xiaomi,casablanca,679,91,0,0,0,0,0,DATA_IA
ingénieur biomédicale,profils recrutement,casablanca,431,59,0,0,0,1,0,DATA_IA
inspecteur électrique,briqueterie jbel annour,mohammedia,666,86,0,0,0,0,0,SPECIAL_AUTRES
inspecteur mécanique,briqueterie jbel annour,mohammedia,556,78,0,0,0,0,0,SPECIAL_AUTRES
coordinatrice pédagogique anglophone,calliope,casablanca,595,79,0,0,0,0,0,SPECIAL_AUTRES
community manager,calliope,casablanca,734,104,0,0,0,0,0,MARKETING_COM
responsable marketing et communication,calliope,casablanca,720,98,0,0,0,0,0,MARKETING_COM
magasinière préparatrice de commandes,tectra casa bourgogne – recrutement,casablanca,702,96,0,0,0,0,0,SPECIAL_AUTRES
préparatrice de commandes / magasinier,tectra,casablanca,129,20,0,1,0,0,1,SPECIAL_AUTRES
gestionnaire sinistres automobile,tectra casa tertiaire – recrutement,casablanca,678,94,0,0,1,0,0,DATA_IA
agent d’archivage,tectra casa tertiaire – recrutement,casablanca,556,78,0,0,0,0,0,SPECIAL_AUTRES
monteur mécanique,tectra berrechid,autres_villes,650,92,0,0,0,0,0,SPECIAL_AUTRES
infographiste,tectra casa bourgogne – recrutement,casablanca,707,99,0,0,1,0,0,SPECIAL_AUTRES
technicien fabrication mécanique,compagnie industrielle des fibres,tanger,220,29,0,0,0,0,0,PRODUCTION_INDUSTRIE
comptable confirmé,bricoma,casablanca,575,75,0,0,1,0,0,COMPTABILITE_FINANCE
chef d´agence,fondation arrawaj,casablanca,705,114,0,0,0,0,0,MANAGEMENT_DIRECTION
ingénieur projet banque / applications & paiements (h/f),africawork,casablanca,724,99,0,1,0,1,0,DATA_IA
logistics director,tandyl development,autres_villes,403,59,0,0,0,0,0,SPECIAL_AUTRES
chargé(e) de facturation,bricoma,casablanca,343,50,0,0,0,0,0,SPECIAL_AUTRES
infographiste,soft group holding,casablanca,262,37,0,0,0,0,0,SPECIAL_AUTRES
directeur des achats,tandyl development,autres_villes,448,59,0,0,0,0,0,MANAGEMENT_DIRECTION
chargé de portefeuille,fondation arrawaj,agadir,666,104,0,0,0,0,0,SPECIAL_AUTRES
contrôleur de gestion,tectra casa bourgogne – recrutement,casablanca,702,101,0,0,0,0,0,DATA_IA
assistant manager restaurant,tectra,agadir,684,94,0,0,0,0,0,ADMINISTRATIF_SUPPORT
technicien maintenance électrique,compagnie industrielle des fibres,tanger,68,9,0,0,0,0,0,DATA_IA
réceptionniste,job connect,autres_villes,190,25,0,0,0,0,0,ADMINISTRATIF_SUPPORT
responsable production – uap bt (industrie plasturgie),non spécifié,casablanca,715,100,0,0,0,0,0,PRODUCTION_INDUSTRIE
agent(e) de réservation,job connect,autres_villes,145,20,0,0,0,0,0,SPECIAL_AUTRES
pâtissier(ère),job connect,autres_villes,122,16,0,0,0,0,0,SPECIAL_AUTRES
comptable trésorerie (h/f),dekra services,casablanca,634,90,0,1,0,0,0,COMPTABILITE_FINANCE
technicien frigoriste / hvac,tectra,casablanca,334,45,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargée d´accueil,tectra agence ain sbaa,casablanca,534,71,0,0,0,0,0,ADMINISTRATIF_SUPPORT
responsable laboratoire,ingelec,casablanca,697,94,0,0,0,1,0,MANAGEMENT_DIRECTION
assistante administrative,lacaisse.ma,casablanca,586,79,0,0,0,0,0,ADMINISTRATIF_SUPPORT
gérant de station-service - ain karma,non spécifié,meknes,582,83,0,0,0,0,0,DATA_IA
gérant de station-service - errachidia,non spécifié,autres_villes,623,88,0,0,0,0,0,MANAGEMENT_DIRECTION
responsable magasin,tectra tanger – recrutement,tanger,548,80,0,0,0,0,0,MANAGEMENT_DIRECTION
chargé(e) opérations e-commerce,bricoma,casablanca,713,104,0,0,0,0,0,SPECIAL_AUTRES
directeur(trice) finance et contrôle de gestion,non spécifié,tanger,155,23,0,0,0,0,0,COMPTABILITE_FINANCE
ingénieur d’études -génie civil-barrages,innov engineering consulting,rabat,313,43,0,0,0,1,0,BATIMENT_CONSTRUCTION
techniciens d’études en génie civil,innov engineering consulting,rabat,241,34,0,0,0,0,0,PRODUCTION_INDUSTRIE
ingénieur d´etudes en génie civil _ ouvrages d´arts,innov engineering consulting,rabat,332,48,0,0,0,1,0,BATIMENT_CONSTRUCTION
chargé de paie,quality tomato morocco,autres_villes,721,102,0,0,0,0,1,DATA_IA
agent de saisie,tectra casa tertiaire – recrutement,casablanca,314,48,0,0,0,0,0,DATA_IA
vendeur,non spécifié,casablanca,469,72,0,0,0,0,0,COMMERCIAL_VENTE
superviseur travaux et patrimoine immobilier,atlas multiservices,casablanca,719,105,0,0,0,0,0,DATA_IA
responsable développement commercial h/f,africawork,casablanca,718,97,0,0,0,0,0,COMMERCIAL_VENTE
pmo senior h/f,africawork,casablanca,714,102,0,0,1,0,0,SPECIAL_AUTRES
commercial régional h/f,africawork,casablanca,663,94,0,0,0,0,0,COMMERCIAL_VENTE
chargé partenariats et grands comptes h/f,africawork,casablanca,723,103,0,0,0,0,0,SPECIAL_AUTRES
agent administration des ventes (adv),compagnie industrielle des fibres,tanger,317,46,0,0,0,0,0,COMMERCIAL_VENTE
coloriste,compagnie industrielle des fibres,tanger,217,33,0,0,0,0,0,SPECIAL_AUTRES
électricien de bâtiment,tectra,agadir,538,75,0,0,0,0,0,DATA_IA
technicien en génie thermique en intérim,tectra,casablanca,595,78,0,1,0,1,0,PRODUCTION_INDUSTRIE
technicien maintenance,sepalumic,autres_villes,707,91,0,0,0,0,0,DATA_IA
métreur expérimenté,tectra,marrakech,693,106,0,0,1,0,0,SPECIAL_AUTRES
coordinateur planning – secteur transport et logistique,objectif sécurité éducation routière,marrakech,307,40,0,0,0,0,0,LOGISTIQUE_TRANSPORT
agent commercial btob,objectif sécurité éducation routière,marrakech,553,76,0,0,0,0,0,COMMERCIAL_VENTE
commissionnaire de transport – droits français & européens,objectif sécurité éducation routière,marrakech,675,86,0,0,0,0,1,DATA_IA
secrétaire médicale anglophone,job connect,rabat,720,97,0,0,0,0,0,DATA_IA
agent logistique,tectra agence ain sbaa,casablanca,348,48,0,0,0,0,0,LOGISTIQUE_TRANSPORT
gestionnaire des garanties,tectra casa tertiaire – recrutement,casablanca,638,92,0,0,0,0,0,DATA_IA
agent de maîtrise,tectra,agadir,725,102,0,0,0,0,0,DATA_IA
stage en saisie,soft group holding,casablanca,240,34,0,1,0,0,0,DATA_IA
responsable comptabilité,batifer,mohammedia,730,99,0,0,0,0,0,DATA_IA
hr specialist (english speaking ),tectra casa tertiaire – recrutement,casablanca,621,88,0,0,0,1,0,RESSOURCES_HUMAINES
spécialiste des ressources humaines anglophone (h/f),tectra casa tertiaire – recrutement,casablanca,483,72,0,0,0,0,0,DATA_IA
cariste,non spécifié,casablanca,254,35,0,0,0,0,0,SPECIAL_AUTRES
ingénieur d’études barrages,innov engineering consulting,rabat,329,45,0,0,0,1,0,INGENIERIE
ingénieur(e) d’études en génie civil,non spécifié,marrakech,328,47,0,0,0,1,0,BATIMENT_CONSTRUCTION
infirmier d´état,atlas multiservices,casablanca,643,88,0,0,0,0,0,SANTE_MEDICAL
chargé de portefeuille,fondation arrawaj,autres_villes,656,102,0,0,0,0,0,SPECIAL_AUTRES
mécanicien véhicule poids lourds,tectra casa bourgogne – recrutement,casablanca,683,92,0,0,0,0,0,PRODUCTION_INDUSTRIE
réceptionniste h/f,tectra casa tertiaire – recrutement,autres_villes,703,103,0,1,1,0,1,ADMINISTRATIF_SUPPORT
gestionnaire qualité,atlas multiservices,casablanca,526,82,0,0,0,0,0,DATA_IA
assistante marketing & achats,tectra casa tertiaire – recrutement,casablanca,664,94,0,0,0,0,0,DATA_IA
responsable planning,colorado,casablanca,530,78,0,0,0,0,0,MANAGEMENT_DIRECTION
référent qualité junior,edvantis higher education group,casablanca,725,105,0,0,1,0,0,DATA_IA
chargé(e) adv,tectra agence ain sbaa,casablanca,614,87,0,0,0,0,0,SPECIAL_AUTRES
agent pointeur portuaire,tectra casa bourgogne – recrutement,casablanca,445,62,0,0,0,0,0,DATA_IA
agent de sécurité,non spécifié,casablanca,728,106,0,0,0,0,0,PRODUCTION_INDUSTRIE
cadre achats,ingelec,casablanca,708,94,0,0,0,0,0,SPECIAL_AUTRES
technicien biomédical,profils recrutement,casablanca,296,40,0,0,1,0,0,DATA_IA
agent de saisie,soft group holding,casablanca,711,97,0,0,0,0,0,DATA_IA
responsable production galvanisation à chaud et/ou métallurgie,tectra recrutement maroc,autres_villes,153,23,0,0,1,0,0,PRODUCTION_INDUSTRIE
directeur des opérations,ivorywork executive,autres_villes,716,100,0,0,0,0,0,MANAGEMENT_DIRECTION
chargé(e) ressources humaines et recrutement,tectra berrechid,autres_villes,705,106,0,0,0,0,0,DATA_IA
administrateur des ventes (adv),tectra,casablanca,541,66,0,0,0,0,0,COMMERCIAL_VENTE
agent administratif automobile,dekra services,agadir,696,102,0,1,0,0,0,DATA_IA
assistant(e) administratif(ve) et comptable – gestionnaire paie,calliope,casablanca,720,92,0,0,0,0,1,DATA_IA
technico commercial pharmaceutique (biologie),tectra agence ain sbaa,casablanca,174,21,0,0,0,0,0,IT_DEVELOPPEMENT
technicien bureau d´études aluminium,alunionprofil systeme,autres_villes,489,66,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien laboratoire,colorado,casablanca,490,71,0,0,0,0,0,PRODUCTION_INDUSTRIE
gestionnaire technique,atlas multiservices,casablanca,677,92,0,0,0,0,0,DATA_IA
chef d´équipe,tk beton,kenitra,735,109,0,0,1,0,0,MANAGEMENT_DIRECTION
technico-commercial btp / métallurgie,sepalumic,tanger,718,97,0,0,0,0,0,COMMERCIAL_VENTE
chargé(e) de prescription - berrechid - bouskoura,sepalumic,autres_villes,698,90,0,0,0,0,0,SPECIAL_AUTRES
chargé(e) administratif(ve),briqueterie jbel annour,mohammedia,425,56,0,0,0,0,0,ADMINISTRATIF_SUPPORT
approvisionneur,briqueterie jbel annour,mohammedia,386,50,0,0,0,0,0,SPECIAL_AUTRES
archiviste,briqueterie jbel annour,mohammedia,431,67,0,0,0,0,0,SPECIAL_AUTRES
mécanicien,briqueterie jbel annour,mohammedia,753,97,0,0,0,0,0,PRODUCTION_INDUSTRIE
coordinateur(trice) transport et logistique calcul des coûts,non spécifié,casablanca,729,99,0,0,0,0,0,LOGISTIQUE_TRANSPORT
conseiller juridique,briqueterie jbel annour,mohammedia,693,97,0,0,0,0,0,SPECIAL_AUTRES
assistant juridique,briqueterie jbel annour,mohammedia,737,103,0,0,0,0,0,ADMINISTRATIF_SUPPORT
chargé(e) juridique,briqueterie jbel annour,mohammedia,729,100,0,0,1,0,0,SPECIAL_AUTRES
assistante de direction,tectra,autres_villes,564,73,0,0,0,0,0,ADMINISTRATIF_SUPPORT
assistante comptable,mts system,marrakech,209,29,0,0,0,0,0,COMPTABILITE_FINANCE
agent opération,atlas multiservices,casablanca,725,103,0,0,0,1,0,SPECIAL_AUTRES
infographiste,tectra,autres_villes,363,50,0,0,0,0,0,SPECIAL_AUTRES
chargé d’appui commercial,tectra casa tertiaire – recrutement,casablanca,687,100,0,0,0,0,0,COMMERCIAL_VENTE
chargé trésorerie,tectra,autres_villes,379,53,0,0,0,0,0,COMPTABILITE_FINANCE
manager ressources humaines,briqueterie jbel annour,mohammedia,732,108,0,0,0,0,0,DATA_IA
technicien test,selha maroc,casablanca,708,102,0,0,0,0,0,PRODUCTION_INDUSTRIE
ingénieur en génie civil ou ingénieur en hydraulique,job connect,rabat,733,106,0,0,0,1,0,BATIMENT_CONSTRUCTION
technicien supérieur sav,non spécifié,casablanca,717,95,0,0,0,0,0,PRODUCTION_INDUSTRIE
agent de trésorerie / chargé(e) de règlements fournisseurs,non spécifié,casablanca,724,94,0,0,0,0,0,COMPTABILITE_FINANCE
opératrice,tectra berrechid,autres_villes,424,63,0,0,0,0,0,SPECIAL_AUTRES
développeur(se) c#/.net core,bricoma,casablanca,477,64,0,0,0,0,0,IT_DEVELOPPEMENT
cadre commercial – solutions de sécurité et détection (h/f),dekra services,casablanca,726,100,0,0,0,0,0,COMMERCIAL_VENTE
assistante de direction,tectra,rabat,103,16,0,0,1,0,0,ADMINISTRATIF_SUPPORT
opérateur machine laser,solu-performance,tanger,602,88,0,0,0,0,0,PRODUCTION_INDUSTRIE
conseiller pédagogique,calliope,sale,685,85,0,0,0,0,0,SPECIAL_AUTRES
chargé(e) de recouvrement téléphonique,tectra casa tertiaire – recrutement,casablanca,466,68,0,0,0,0,0,SPECIAL_AUTRES
technicien qualité - sala al jadida,lear automotive morocco,autres_villes,560,77,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien facilities - parc technopolis rabat,lear automotive morocco,autres_villes,690,95,0,0,1,0,0,PRODUCTION_INDUSTRIE
chargé support aux succursales,tectra casa tertiaire – recrutement,casablanca,698,94,0,0,0,0,0,COMMERCIAL_VENTE
chargé de gestion,tectra casa tertiaire – recrutement,casablanca,630,92,0,0,0,0,0,SPECIAL_AUTRES
analyste risque crédit,tectra casa tertiaire – recrutement,casablanca,678,93,0,0,0,0,0,SPECIAL_AUTRES
standardiste expérimentée,non spécifié,casablanca,659,82,0,0,1,0,0,ADMINISTRATIF_SUPPORT
délégué régional,non spécifié,oujda,634,95,0,0,0,0,0,DATA_IA
technicien maintenance,bottu,casablanca,396,54,0,0,0,0,0,DATA_IA
chargé de méthodes,bottu,autres_villes,483,65,0,0,0,0,0,SPECIAL_AUTRES
chargé etudes de marché,bottu,autres_villes,704,103,0,0,0,0,0,DATA_IA
gérant magasin,la fonda,rabat,728,101,0,0,0,0,0,MANAGEMENT_DIRECTION
chef de projet monétique (h/f),africawork,casablanca,702,97,0,0,0,0,0,MANAGEMENT_DIRECTION
organisateur – process & transformation,africawork maroc,casablanca,728,96,0,0,0,0,0,RESSOURCES_HUMAINES
responsable ingénierie technique et conformité réseau,africawork maroc,casablanca,741,104,0,0,0,0,0,MARKETING_COM
technicien spécialisé en fabrication mécanique,ingelec,casablanca,330,45,0,0,0,0,0,PRODUCTION_INDUSTRIE
assistante administrative,innov engineering consulting,rabat,509,63,0,0,0,0,0,ADMINISTRATIF_SUPPORT
superviseur hse (projet jti),tectra,tetouan,694,95,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien électromécanicien boisson (expatriation),africawork,autres_villes,698,82,0,0,0,0,0,PRODUCTION_INDUSTRIE
chauffeur de directeur général,tectra,casablanca,92,15,0,1,0,0,0,LOGISTIQUE_TRANSPORT
chargé(e) d’appui commercial – secteur bancaire,tectra,marrakech,677,101,0,0,0,0,0,DATA_IA
agent administratif,tectra,khouribga,694,107,0,0,0,0,0,ADMINISTRATIF_SUPPORT
coordinateur technique,tectra,khouribga,696,97,0,0,0,0,0,MANAGEMENT_DIRECTION
assistante administrative,tectra casa tertiaire – recrutement,casablanca,318,48,0,0,0,0,0,ADMINISTRATIF_SUPPORT
spa thérapeute (hôtel 5*),tectra casa tertiaire – recrutement,autres_villes,604,92,0,0,0,0,0,SPECIAL_AUTRES
opératrice(eur) de production,tectra berrechid,autres_villes,720,106,0,0,0,0,0,PRODUCTION_INDUSTRIE
chauffeur pdg,tectra casa bourgogne – recrutement,casablanca,716,111,0,0,0,0,0,LOGISTIQUE_TRANSPORT
chargé(e) des appels d’offres,tectra,rabat,401,58,0,0,0,0,0,SPECIAL_AUTRES
conseiller commercial concessionnaire d´automobile,tectra casa bourgogne – recrutement,casablanca,694,93,0,0,0,0,0,DATA_IA
commercial régional (h/f),africawork,tanger,660,94,0,0,0,0,0,COMMERCIAL_VENTE
commercial régional (h/f),africawork,fes,657,94,0,0,0,0,0,COMMERCIAL_VENTE
chargé(e) du pilotage commercial,africawork,casablanca,712,100,0,0,0,0,0,COMMERCIAL_VENTE
commercial,africawork maroc,maroc,723,100,0,0,0,0,0,COMMERCIAL_VENTE
superviseur maintenance,non spécifié,casablanca,478,62,0,0,0,0,0,DATA_IA
analyste risque crédit,groupe tectra,casablanca,334,51,0,0,0,0,0,SPECIAL_AUTRES
mécanicien et responsable service après-vente – motocycles,bajaj auto,casablanca,731,93,0,0,0,0,0,COMMERCIAL_VENTE
chef d’équipe maintenance,tectra berrechid,autres_villes,692,103,0,0,0,0,0,DATA_IA
agent de recouvrement,compagnie industrielle des fibres,mohammedia,222,33,0,0,0,0,0,SPECIAL_AUTRES
technicien de production,compagnie industrielle des fibres,tanger,181,24,0,0,0,0,0,PRODUCTION_INDUSTRIE
gestionnaire marketing et communication,atlas multiservices,casablanca,549,79,0,0,0,0,0,DATA_IA
agent administratif ressources humaines,atlas multiservices,casablanca,453,67,0,0,0,0,0,DATA_IA
gérant de station-service,non spécifié,khouribga,533,74,0,0,0,0,0,MANAGEMENT_DIRECTION
chargé de trésorerie (h/f),dekra services,casablanca,635,91,0,1,0,0,0,COMPTABILITE_FINANCE
assistante de direction,dekra services,casablanca,640,85,0,1,0,0,0,ADMINISTRATIF_SUPPORT
responsable commercial secteur automotive (h/f),dekra services,casablanca,707,101,0,0,0,0,0,COMMERCIAL_VENTE
formateur(trice) marketing et achats à l’international,solu-performance,tanger,678,87,0,0,1,0,0,MARKETING_COM
chargé d´archivage,groupe tectra,casablanca,211,31,0,0,0,0,0,SPECIAL_AUTRES
chargé d’appui commercial,tectra rabat - kenitra,rabat,711,101,0,0,0,0,0,COMMERCIAL_VENTE
chargé de portefeuille,atlas multiservices,casablanca,599,86,0,0,0,0,0,SPECIAL_AUTRES
chef d´agence,fondation arrawaj,sale,709,116,0,0,0,0,0,MANAGEMENT_DIRECTION
comptable,tectra agence ain sbaa,casablanca,238,34,0,0,0,0,0,COMPTABILITE_FINANCE
social media supervisor,atlas multiservices,casablanca,715,102,0,0,0,0,0,MARKETING_COM
infographiste en intérim (h/f),dekra services,casablanca,233,34,0,1,0,0,0,SPECIAL_AUTRES
comptable technique en réassurance,axa assistance maroc,casablanca,715,97,0,0,0,0,0,COMPTABILITE_FINANCE
store staff (sales consultant),xiaomi,casablanca,519,74,0,0,0,0,0,COMMERCIAL_VENTE
commercial immobilier,tectra,marrakech,371,55,0,0,0,0,0,DATA_IA
technicien tpm,briqueterie jbel annour,mohammedia,662,91,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable parc roulant,briqueterie jbel annour,mohammedia,427,58,0,0,0,0,0,MANAGEMENT_DIRECTION
responsable achats,briqueterie jbel annour,mohammedia,723,95,0,0,0,0,0,MANAGEMENT_DIRECTION
développeur rpa et agent autonome,briqueterie jbel annour,mohammedia,720,91,0,0,0,0,0,IT_DEVELOPPEMENT
