ID,Titre,Entreprise,Lieu,Source,Date,Description,Lien
2283,"Catalog Data Assistant","Maroc Climate and Security (MCS) - Carrier","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  MCS recrute un Catalog Data Assistant pour collecter, analyser et structurer des données techniques de pièces et composants. Le candidat idéal, diplômé et possédant 0-2 ans d'expérience, fera preuve d'une grande rigueur et d'une excellente maîtrise d'Excel. Ce poste est une excellente opportunité pour s'épanouir dans un environnement challengeant.","https://www.rekrute.com/offre-emploi-catalog-data-assistant-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-178026.html"
2284,"Contrôleur de Gestion Achats H/F","Groupe AZURA","Agadir et périphérie (Maroc)","Rekrute","03/01/2026","Catégorie:  Contrôleur de Gestion Achats H/F recherché par Azura, groupe agroalimentaire international basé à Agadir. Votre rôle : optimiser les processus, contrôler les coûts et améliorer la performance via l'analyse des données. Profil : Bac+5 Gestion/Finance, 5-7 ans d'expérience minimum, maîtrise des outils informatiques et fortes capacités d'analyse requis.","https://www.rekrute.com/offre-emploi-controleur-de-gestion-achats-hf-recrutement-groupe-azura-agadir-et-peripherie-177283.html"
2285,"Consultant (e) Sénior en pilotage de la rémunération","Deloitte Extended Services","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Deloitte Extended Services recrute un Consultant(e) Sénior en pilotage de la rémunération à Casablanca. Vous accompagnerez les clients dans la définition et l'implémentation de politiques de rétribution, la gestion de la performance et interviendrez sur des projets M&A RH. Un Bac+5 RH/finance, une excellente maîtrise d'Excel et un très bon niveau d'anglais sont requis.","https://www.rekrute.com/offre-emploi-consultant-e-senior-en-pilotage-de-la-remuneration-recrutement-deloitte-extended-services-casablanca-176133.html"
2286,"Chargée d'accueil","Groupe Label'Vie - Carrefour","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Groupe LabelVie recherche une Chargée d'accueil pour assurer l'accueil physique et téléphonique, l'orientation des visiteurs, la gestion des rendez-vous et des tâches administratives. Vous avez au moins 1 an d'expérience dans un poste similaire, une présentation soignée et une bonne maîtrise du français. Un excellent relationnel et le dynamisme sont essentiels pour ce poste.","https://www.rekrute.com/offre-emploi-chargee-daccueil-recrutement-groupe-labelvie---carrefour-casablanca-178027.html"
2287,"Directeur Administratif et Financier (H/F)","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Directeur Administratif et Financier (H/F) recherché pour une PME marocaine innovante. Vous piloterez les activités financières, comptables et administratives, avec autonomie pour structurer et optimiser les processus. Profil Bac+5 avec plus de 10 ans d'expérience, maîtrise du français et de l'anglais requise.","https://www.rekrute.com/offre-emploi-directeur-administratif-et-financier-hf-recrutement-confidentiel-casablanca-175922.html"
2288,"Chef département produits","Groupe Label'Vie - Carrefour","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Chef de département produits recherche pour Supeco. Pilotez l'offre produits, définissez les assortiments et assurez la cohérence prix/positionnement. Expérience significative en retail/gestion d'assortiment requise.","https://www.rekrute.com/offre-emploi-chef-departement-produits-recrutement-groupe-labelvie---carrefour-casablanca-178029.html"
2289,"CSR Bilingue (Français / Anglais) – Marché Canadien","Telus Digital","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  TELUS International recherche un CSR Bilingue (Français/Anglais) pour son marché canadien. Vos responsabilités incluront la gestion des interactions clients par téléphone et email, la résolution de problèmes et l'enregistrement des données. Une excellente maîtrise du français et de l'anglais, ainsi qu'une expérience en centre d'appels sont requises.","https://www.rekrute.com/offre-emploi-csr-bilingue-francais-anglais-marche-canadien-recrutement-telus-digital-casablanca-178033.html"
2290,"Foundever is looking for team leaders ( Spanish speakers )","Foundever (ex Sitel Group)","Tanger (Maroc)","Rekrute","03/01/2026","Catégorie:  Foundever recherche des chefs d'équipe hispanophones pour gérer la performance des agents, assurer le coaching et le développement de l'équipe, et atteindre les objectifs de vente. Le candidat idéal possède un niveau avancé d'espagnol (C1), un niveau intermédiaire d'anglais (B1), et d'excellentes compétences en communication et informatiques. Une expérience en vente ou en gestion des performances commerciales est un plus.","https://www.rekrute.com/offre-emploi-foundever-is-looking-for-team-leaders-spanish-speakers-recrutement-foundever-ex-sitel-group-tanger-178034.html"
2291,"Ingénierie Détaillé IP/WDM (H/F)","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Ingénieurie Détaillé IP/WDM (H/F) à Rabat. Rejoignez BTECHNOLOGIE pour des études d'ingénierie sur le réseau IP et WDM de Bouygues Telecom. Vous rédigerez des documents d'ingénierie et soutiendrez le déploiement d'équipements IP et optiques. Postulez avec un Master 2 et 2 ans d'expérience en optique, WDM, et IP.","https://www.rekrute.com/offre-emploi-ingenierie-detaille-ipwdm-hf-recrutement-btechnologie-rabat-177170.html"
2292,"Ingénieur Conception Radio Junior (H/F)","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez BTECHNOLOGIE à Rabat en tant qu'Ingénieur Conception Radio Junior (H/F). Participez à des projets majeurs de conception et déploiement 5G pour Bouygues Telecom. Vous êtes diplômé(e) d'un Master 2 avec des connaissances en radio et réseaux mobiles.","https://www.rekrute.com/offre-emploi-ingenieur-conception-radio-junior-hf-recrutement-btechnologie-rabat-177169.html"
2293,"Magasinier","Non spécifié","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Rejoignez notre équipe en tant que Magasinier à Casablanca pour gérer toutes les opérations logistiques, incluant la réception, le stockage et le suivi des flux produits via SAP. Vous assurerez l'intégrité des stocks et le respect des règles de sécurité et d'hygiène. Un diplôme Bac+2/3 et 1 à 3 ans d'expérience sont requis pour ce poste en CDI dans le secteur Agro-Agri.","https://www.rekrute.com/offre-emploi-magasinier-recrutement-confidentiel-rabat-178035.html"
2294,"Ingénieur Méthode QOS mobile 2G/3G/4G/5G (H/F)","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  BTECHNOLOGIE recherche un Ingénieur Méthode QOS mobile 2G/3G/4G/5G (H/F) à Rabat. Vous définirez et formaliserez les processus d'optimisation du réseau Bouygues Telecom, en utilisant des outils tels que NEMO Analyze et QGIS. Le poste requiert une formation supérieure et une expérience d'au moins 2 ans dans le domaine des télécommunications mobiles.","https://www.rekrute.com/offre-emploi-ingenieur-methode-qos-mobile-2g3g4g5g-hf-recrutement-btechnologie-rabat-177161.html"
2295,"Ingénieur Conception Radio Confirmé - Atoll Mandatory (H/F)","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Ingénieur Conception Radio Confirmé (H/F) à Rabat. Participez au développement de la 5G pour Bouygues Telecom, produisez des conceptions radio et proposez des solutions alternatives. Exigences : Master 2, 2+ ans d'expérience, maîtrise d'Atoll et des infrastructures réseau mobile.","https://www.rekrute.com/offre-emploi-ingenieur-conception-radio-confirme---atoll-mandatory-hf-recrutement-btechnologie-rabat-177168.html"
2296,"Ingénieur Réseaux et Système H/F","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Ingénieur Réseaux et Système H/F recherché à Rabat pour BTECHNOLOGIE, centre d'excellence au service de Bouygues Telecom. Votre mission : garantir la performance, la sécurité et la fiabilité des infrastructures IT. Profil : Bac+5, 2-5 ans d'expérience en réseaux et systèmes, maîtrise des protocoles et systèmes d'exploitation.","https://www.rekrute.com/offre-emploi-ingenieur-reseaux-et-systeme-hf-recrutement-btechnologie-rabat-177249.html"
2297,"Commercial High-Tech (H/F)","Carl Rogers Consulting","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez un acteur majeur de la distribution high-tech en tant que Commercial Hi-Tech (H/F). Votre mission sera d'offrir une expérience client exceptionnelle et de développer les ventes en magasin, en conseillant et accompagnant les clients. Vous devez être passionné par la technologie, posséder une expérience en vente high-tech et avoir un excellent sens du service.","https://www.rekrute.com/offre-emploi-commercial-high-tech-hf-recrutement-carl-rogers-consulting-casablanca-177642.html"
2298,"Webmaster & Community Manager (H/F)","Carl Rogers Consulting","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez un acteur majeur de la distribution high-tech en tant que Webmaster & Community Manager H/F. Vous serez responsable de la gestion du site web (WordPress, Shopify) et de l'animation des communautés sur les réseaux sociaux. Passionné par la tech, avec une maîtrise des CMS, du SEO et des outils graphiques, venez optimiser notre présence digitale.","https://www.rekrute.com/offre-emploi-webmaster-community-manager-hf-recrutement-carl-rogers-consulting-casablanca-177644.html"
2299,"Chef de Projet Financier Transverse SAP S4/ HANA (H/F)","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez BTECHNOLOGIE à Rabat en tant que Chef de Projet Financier Transverse SAP S4/HANA. Vous serez responsable de l'amélioration continue des processus financiers, de la conception de tableaux de bord et de l'analyse de données dans SAP. Un Bac+5 en finance/gestion avec une expérience de 2 ans minimum et une maîtrise de SAP S4/HANA sont requis.","https://www.rekrute.com/offre-emploi-chef-de-projet-financier-transverse-sap-s4-hana-hf-recrutement-btechnologie-rabat-177145.html"
2300,"Expert(e) Réseaux N3 – LAN/WAN/SD-WAN – Support Client B2B","BTechnologie","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Expert(e) Réseaux N3 – LAN/WAN/SD-WAN pour BTECHNOLOGIE à Rabat. Votre rôle : support technique de niveau 3 et résolution d'incidents complexes sur les architectures DATA B2B. Profil : Bac+5, expérience significative en support N3 ou ingénierie réseaux (B2B/opérateur), et maîtrise des technologies LAN/WAN/SD-WAN.","https://www.rekrute.com/offre-emploi-experte-reseaux-n3-lanwansd-wan-support-client-b2b-recrutement-btechnologie-rabat-177152.html"
2301,"Infirmier(e)","Bank Assafa","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Bank Assafa recherche un(e) Infirmier(e) pour assurer la prévention des risques professionnels, la gestion des urgences et le suivi de la santé des salariés. Le poste requiert un diplôme Bac+3 en médecine/infirmerie, 1 à 3 ans d'expérience, et d'excellentes qualités d'écoute, de rigueur et de communication. Rejoignez une équipe dédiée au bien-être des collaborateurs au sein d'une banque innovante.","https://www.rekrute.com/offre-emploi-infirmiere-recrutement-bank-assafa-casablanca-178037.html"
2302,"Programm Coordinator","UM6P - Université Mohammed VI Polytechnique","Benguerir (Maroc)","Rekrute","03/01/2026","Catégorie:  L'Université Mohammed VI Polytechnique recherche un Program Coordinator à Benguerir, Maroc pour planifier et coordonner efficacement les programmes académiques. Le poste requiert un niveau Bac +5, 1 à 5 ans d'expérience en gestion de projet, et d'excellentes compétences en organisation et communication. Rejoignez notre institution axée sur la recherche et l'innovation pour une expérience enrichissante.","https://www.rekrute.com/offre-emploi-programm-coordinator-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-178040.html"
2303,"Consultant(e) expérimenté en cybersécurité industrielle (ICS – OT) (H/F)","AFD.Tech","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  AFD.TECH part of Accenture recrute un(e) Consultant(e) expérimenté(e) en cybersécurité industrielle (ICS – OT) (H/F) pour conseiller les clients, concevoir et mettre en œuvre des solutions de cybersécurité pour les systèmes de contrôle industriel. Le poste exige une formation Bac+5, plusieurs années d'expérience en cybersécurité industrielle, et une bonne connaissance des architectures et réseaux industriels.","https://www.rekrute.com/offre-emploi-consultante-experimente-en-cybersecurite-industrielle-ics-ot-hf-recrutement-afd.tech-rabat-178039.html"
2304,"Technicien Reprographe - Printing Center (Interim)","UM6P - Université Mohammed VI Polytechnique","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Nous recherchons un Technicien Reprographe (CDD) pour notre Centre d'Impression à l'Université Mohammed VI Polytechnique. Vos responsabilités incluront la production, le contrôle qualité, et la maintenance des équipements d'impression, en assurant la coordination avec le Bureau d'Ordre. Un candidat rigoureux, organisé, avec une maîtrise des techniques d'impression et un bon relationnel est recherché.","https://www.rekrute.com/offre-emploi-technicien-reprographe---printing-center-interim-recrutement-um6p---universite-mohammed-vi-polytechnique-rabat-178042.html"
2305,"Consultant technique Microsoft Dynamics 365 F&O","Inetum","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Inetum recherche un Consultant Technique Microsoft Dynamics 365 F&O expérimenté pour concevoir, développer et intégrer des solutions D365 F&O et AX 2012 R3. Vous serez responsable des développements X++/.NET, des intégrations API REST/OData, du reporting SSRS/Power BI et de l'optimisation des performances. Postulez si vous avez plus de 3 ans d'expérience sur ces technologies et une bonne maîtrise du français et de l'anglais.","https://www.rekrute.com/offre-emploi-consultant-technique-microsoft-dynamics-365-fo-recrutement-inetum-casablanca-178043.html"
2306,"Chef du Personnel- Bouskoura Ouled Saleh","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Chef du Personnel recherché pour l'industrie pharmaceutique à Bouskoura-Ouled Saleh. Vous gérerez la paie et l'administration du personnel pour plus de 200 collaborateurs, assurerez la conformité légale et représenterez l'entreprise auprès des organismes sociaux. Expérience confirmée en gestion RH et droit du travail marocain indispensable.","https://www.rekrute.com/offre-emploi-chef-du-personnel--bouskoura-ouled-saleh-recrutement-confidentiel-casablanca-178044.html"
2307,"People Administration Specialist - Fes","Cnexia","Fès (Maroc)","Rekrute","03/01/2026","Catégorie:  Cnexia recrute un(e) People Administration Specialist à Fès pour gérer l'archivage, la rédaction de documents RH, et le suivi des dossiers du personnel (Kronos, CNSS, congés, assurances). Le poste requiert une diplomation en RH, une expérience probante en administration RH, la maîtrise du Pack Office, et des notions de législation marocaine. Une bonne organisation, discrétion et communication sont essentielles.","https://www.rekrute.com/offre-emploi-people-administration-specialist---fes-recrutement-cnexia-fes-178047.html"
2308,"Cadre Financier (H/F)","Finéa","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Finéa recrute un Cadre Financier (H/F) à Casablanca. Rattaché au responsable finance, vous assurerez la comptabilité générale, l'analyse et le suivi financier, ainsi que le reporting. Profil Bac+5 avec 2-3 ans d'expérience en finance/comptabilité, idéalement en cabinet d'audit ou secteur bancaire.","https://www.rekrute.com/offre-emploi-cadre-financier-hf-recrutement-finea-casablanca-178049.html"
2309,"Manager Ressources Humaines Anglophone","Domino HR Morocco","Nador (Maroc)","Rekrute","03/01/2026","Catégorie:  DOMINO RH recherche un Manager Ressources Humaines bilingue français/anglais à Nador pour définir et déployer la stratégie RH. Ce poste en CDI implique le pilotage des processus RH, la gestion administrative et l'accompagnement des managers. Vous justifiez de 6 à 10 ans d'expérience en RH, idéalement en milieu industriel, et possédez un excellent leadership et sens de l'organisation.","https://www.rekrute.com/offre-emploi-manager-ressources-humaines-anglophone-recrutement-domino-hr-morocco-nador-178050.html"
2310,"Spécialiste Administratif Polyvalent","Ago Jobs & HR","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Spécialiste Administratif Polyvalent recherché par AGO Jobs & HR pour gérer les tâches administratives, assurer la saisie des données, préparer des documents et soutenir les équipes RH. Expérience en administration, aisance avec les outils numériques, précision, organisation et bilinguisme français/anglais requis. Rejoignez une équipe dynamique offrant des opportunités de développement.","https://www.rekrute.com/offre-emploi-specialiste-administratif-polyvalent-recrutement-ago-jobs-hr-rabat-178051.html"
2311,"Customer Supports - Nederlands","Ago Jobs & HR","Tanger (Maroc)","Rekrute","03/01/2026","Catégorie:  AGO Jobs & HR recherche un Spécialiste Administratif Polyvalent Néerlandophone pour gérer les tâches administratives quotidiennes et soutenir les processus RH. Le candidat idéal possède une expérience administrative, une aisance avec les outils numériques, et une excellente maîtrise du néerlandais. Rejoignez une entreprise en croissance offrant un environnement stimulant et des opportunités de développement.","https://www.rekrute.com/offre-emploi-customer-supports---nederlands-recrutement-ago-jobs-hr-tanger-178052.html"
2312,"stage pré-embauche – Juriste Corporate","Moore Casablanca","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Stage pré-embauche – Juriste Corporate à Casablanca. Rejoignez un cabinet d'audit et de conseil reconnu pour soutenir le département juridique dans la gestion des sociétés, la rédaction d'actes et le suivi juridique. Formation en Droit des affaires / Droit des sociétés requise, avec une bonne connaissance du droit marocain et de solides qualités personnelles.","https://www.rekrute.com/offre-emploi-stage-pre-embauche-juriste-corporate-recrutement-moore-casablanca-casablanca-178053.html"
2313,"Assistante Administrative","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Nous recherchons une Assistante Administrative pour assurer le suivi administratif et financier, incluant la gestion des factures, des paiements et la coordination avec les clients et fournisseurs. Le candidat idéal possède une formation en gestion/administration, une maîtrise des outils bureautiques et d'excellentes compétences organisationnelles et relationnelles. Ce poste clé soutiendra notre client dans ses opérations quotidiennes.","https://www.rekrute.com/offre-emploi-assistante-administrative-recrutement-confidentiel-casablanca-178054.html"
2314,"Directeur Général Adjoint (DGA)","Non spécifié","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Rejoignez une entreprise pharmaceutique en forte croissance en tant que Directeur Général Adjoint (DGA) pour piloter la stratégie et la performance opérationnelle. Vous serez le bras droit de la Direction Générale, supervisant les équipes clés et participant activement au développement de l'entreprise. Expérience confirmée en direction (10 ans minimum) dans un environnement industriel et excellente maîtrise du français/anglais requises.","https://www.rekrute.com/offre-emploi-directeur-general-adjoint-dga-recrutement-confidentiel-casablanca-178055.html"
2315,"Responsable Administratif et Financier","Moore Casablanca","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Cabinet d'audit et de conseil recherche un Responsable Administratif et Financier CDI à Casablanca. Vos missions incluront la gestion financière complète, la supervision comptable, fiscale et sociale, ainsi que le reporting et le contrôle interne. Profil avec plus de 5 ans d'expérience en cabinet d'expertise comptable et maîtrise de la paie requis.","https://www.rekrute.com/offre-emploi-responsable-administratif-et-financier-recrutement-moore-casablanca-casablanca-178056.html"
2316,"Comptable Senior","Moore Casablanca","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Cabinet d'audit et d'expertise recherche un Comptable Senior pour Casablanca. Vos missions incluront la gestion comptable et financière complète, la mise en place de procédures, et les relations avec les tiers. Vous possédez au moins 4 ans d'expérience, un diplôme en comptabilité/finance/gestion, et une grande rigueur.","https://www.rekrute.com/offre-emploi-comptable-senior-recrutement-moore-casablanca-casablanca-178057.html"
2317,"Stagiaire en Ressources Humaines - Stage PFE","Non spécifié","Mohammédia (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Stagiaire en Ressources Humaines (Stage PFE) recherche pour une entreprise confidentielle. Participez au recrutement, développement RH, support administratif et projets RH. Profil : Master 2 RH, organisé, autonome, bon relationnel, maîtrise MS Office.","https://www.rekrute.com/offre-emploi-stagiaire-en-ressources-humaines---stage-pfe-recrutement-confidentiel-mohammedia-177920.html"
2318,"Ingénieur(e) en Économie des Transports","CID","Sala al Jadida (Maroc)","Rekrute","03/01/2026","Catégorie:  CID recherche un Ingénieur(e) en Économie des Transports expérimenté(e) pour réaliser des études de trafic, des analyses de rentabilité et des plans de circulation. Le poste requiert un diplôme d'ingénieur, 5 ans d'expérience, et la maîtrise des outils de modélisation et simulation de trafic. Rejoignez notre équipe pluridisciplinaire leader au Maroc pour des projets d'envergure.","https://www.rekrute.com/offre-emploi-ingenieure-en-economie-des-transports-recrutement-cid-sala-al-jadida-178058.html"
2319,"Commercial Senior","Non spécifié","Casablanca (MAROC) (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Rejoignez notre entreprise industrielle leader à Casablanca en tant que Commercial Senior. Vos missions principales incluront le développement de stratégies commerciales, la prospection de nouveaux clients, et l'atteinte d'objectifs de vente ambitieux pour accroître le chiffre d'affaires. Ce poste requiert un Bac +5 et plus, ainsi qu'une expérience confirmée de 10 à 20 ans dans des fonctions commerciales complexes, idéalement dans le secteur industriel.","https://www.rekrute.com/offre-emploi-commercial-senior-recrutement-confidentiel-casablanca-maroc-178060.html"
2320,"Chef d'agence","Fondation Arrawaj","Tanger (Maroc)","Rekrute","03/01/2026","Catégorie:  La Fondation Arrawaj recherche un Chef d'agence expérimenté pour superviser les opérations, piloter la stratégie commerciale et garantir la réalisation des objectifs. Le candidat idéal possède 1 à 3 ans d'expérience managériale, de solides compétences en gestion d'équipe et un dynamisme avéré. Rejoignez une institution majeure de la micro-finance avec des opportunités de développement de carrière.","https://www.rekrute.com/offre-emploi-chef-dagence-recrutement-fondation-arrawaj-tanger-178061.html"
2321,"Comptable confirmé – Agriculture","ALH Holding","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Groupe ALH recherche un Comptable Confirmé pour son pôle agricole. Vous assurerez les clôtures mensuelles, établirez les états de synthèse, et veillerez au respect des normes marocaines et des obligations fiscales. Profil recherché : 3-5 ans d'expérience dans le secteur agricole ou cabinet, excellente maîtrise de la fiscalité marocaine et des techniques comptables, bon niveau Excel/PPT et français.","https://www.rekrute.com/offre-emploi-comptable-confirme-agriculture-recrutement-alh-holding-casablanca-176775.html"
2322,"HELPDESK Italophone","Akkodis Maroc","Tanger (Maroc)","Rekrute","03/01/2026","Catégorie:  Akkodis recherche un HELPDESK Italophone bilingue Français-Italien. Vos missions incluent la gestion des tickets IT, le support réseau et la résolution d'incidents via des outils dédiés. Vous devez faire preuve d'excellentes compétences en communication, d'autonomie et d'un grand sens du service.","https://www.rekrute.com/offre-emploi-helpdesk-italophone-recrutement-akkodis-maroc-tanger-178062.html"
2323,"Chef D'Agence - Berrechid","Fondation Arrawaj","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  La Fondation Arrawaj recherche un Chef d'Agence à Berrechid pour superviser les opérations, mettre en œuvre la stratégie commerciale et garantir la réalisation des objectifs. Vous devez avoir 1 à 3 ans d'expérience managériale, d'excellentes compétences en leadership, dynamisme et autonomie. Rejoignez une institution majeure dans la micro-finance avec des opportunités de développement de carrière.","https://www.rekrute.com/offre-emploi-chef-dagence---berrechid-recrutement-fondation-arrawaj-casablanca-176978.html"
2324,"Commercial Senior Sédentaire B2B / B2C (H/F)","XCDM Maroc","Marrakech (Maroc)","Rekrute","03/01/2026","Catégorie:  Commercial Senior Sédentaire (H/F) à Guéliz recherche un professionnel expérimenté pour gérer un portefeuille clients B2B/B2C en autonomie. Vos missions incluent le suivi des leads, la négociation, la conclusion des ventes et le reporting. Vous possédez une solide expérience en vente sédentaire, d'excellentes capacités de persuasion et un sens aigu des résultats.","https://www.rekrute.com/offre-emploi-commercial-senior-sedentaire-b2b-b2c-hf-recrutement-xcdm-maroc-marrakech-178075.html"
2325,"Comptable Junior (Comptabilité française)","Intelcia ITS","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Intelcia IT Solutions recrute un Comptable Junior spécialisé en comptabilité française. Vos missions incluront la récupération et la comptabilisation des factures fournisseurs, la gestion des échanges et des virements, ainsi que la préparation de la DEB. Un minimum de 1 à 2 ans d'expérience en comptabilité fournisseurs et une excellente maîtrise de la comptabilité française sont requis, avec un anglais courant apprécié.","https://www.rekrute.com/offre-emploi-comptable-junior-comptabilite-francaise-recrutement-intelcia-its-casablanca-178076.html"
2326,"Responsable Technique senior","Non spécifié","Casablanca (MAROC) (Maroc)","Rekrute","03/01/2026","Catégorie: Lancer 4K Leader industriel à Casablanca recherche un Responsable Technique senior (H/F) avec Bac+5 et 10-20 ans d'expérience. Vous assurerez la supériorité technique des opérations, piloterez la maintenance, gérerez les budgets et encadrerez les équipes. Profil stratégique, rigoureux et orienté résultats recherché pour garantir l'efficacité et la conformité des processus.","https://www.rekrute.com/offre-emploi-responsable-technique-senior-recrutement-confidentiel-casablanca-maroc-178077.html"
2327,"Consultant Fonctionnel ""Confirmé"" à ""Senior"" - Finance Transactionnelle « P2P, O2C, R2R »","Deloitte Extended Services","Casablanca (Maroc)","Rekrute","03/01/2026","Catégorie:  Consultez les postes de Consultant Fonctionnel Confirmé à Senior en Finance Transactionnelle (P2P, O2C, R2R) à Casablanca. Optimisez les processus financiers, participez à des ateliers clés et assistez dans l'évolution des systèmes d'information. Postulez si vous avez un diplôme Bac+5, une expérience pertinente en finance/SI et maîtrisez le français et l'anglais.","https://www.rekrute.com/offre-emploi-consultant-fonctionnel-confirme-a-senior---finance-transactionnelle-p2p-o2c-r2r-recrutement-deloitte-extended-services-casablanca-178078.html"
2328,"Responsable de Production Agricole H/F","IB Arome","Marrakech (Maroc)","Rekrute","03/01/2026","Catégorie:  Groupe Oriane recherche un(e) Responsable de Production Agricole H/F basé(e) autour de Marrakech. Vous piloterez les activités agricoles, assurerez la qualité des productions et optimiserez les rendements. Un diplôme Bac+5 en agronomie et 5 ans d'expérience minimum sont requis, ainsi que la maîtrise de l'arabe et du français.","https://www.rekrute.com/offre-emploi-responsable-de-production-agricole-hf-recrutement-ib-arome-marrakech-178063.html"
2329,"Auditeur Junior (H/F) - Rabat","Fondation Arrawaj","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Fondation Arrawaj recherche un Auditeur Junior (H/F) à Rabat pour renforcer le contrôle interne et assurer la conformité. Vous préparerez et réaliserez des missions d'audit, évaluerez les risques et proposerez des recommandations. Un profil avec de bonnes connaissances en organisation, finance, gestion, et maîtrise de l'outil informatique est requis. Des déplacements fréquents sont à prévoir.","https://www.rekrute.com/offre-emploi-auditeur-junior-hf---rabat-recrutement-fondation-arrawaj-rabat-178102.html"
2330,"Responsable Qualité_Nador","Domino HR Morocco","Nador (Maroc)","Rekrute","03/01/2026","Catégorie:  Rejoignez notre client agroalimentaire à Nador en tant que Responsable Qualité. Vous serez responsable de la mise en place, du pilotage et de l'amélioration du système qualité, de la conformité des produits, et de la gestion des audits. Expérience confirmée en agroalimentaire et maîtrise des normes qualité (HACCP, ISO) indispensables.","https://www.rekrute.com/offre-emploi-responsable-qualite_nador-recrutement-domino-hr-morocco-nador-178103.html"
2331,"Expert Technique JAVA/JEE","DXC - CDG","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  DXC Technology recherche un Expert Technique JAVA/JEE pour un poste basé au Maroc. Vous serez responsable de la validation du développement, de la participation aux ateliers clients et de la maîtrise de la production informatique RUN. Le poste exige une formation Bac +4/5, une expérience de 3 ans minimum en développement JAVA J2EE, et une maîtrise de Spring, PostgreSQL, Kafka, CI/CD, et la méthodologie Agile.","https://www.rekrute.com/offre-emploi-expert-technique-javajee-recrutement-dxc---cdg-rabat-178104.html"
2332,"Consultant JAVA JEE Sénior","DXC - CDG","Rabat, Rabat-Salé-Kénitra, Maroc (Maroc)","Rekrute","03/01/2026","Catégorie:  Consultant JAVA JEE Sénior recherché par DXC Technology pour un poste basé au Maroc. Vos missions incluront le support, la maintenance et la modification d'applications JAVA. Une excellente communication et une expérience dans l'industrie de l'assurance sont requises, ainsi qu'une disponibilité pendant les heures ouvrables américaines.","https://www.rekrute.com/offre-emploi-consultant-java-jee-senior-recrutement-dxc---cdg-rabat-rabat-sale-kenitra-maroc-178105.html"
2333,"Professeur d'Enseignement Supérieur Directeur de Spécialité (PESD) H/F","Université Internationale de Rabat (UIR)","Rabat (Maroc)","Rekrute","03/01/2026","Catégorie:  Hôpital Universitaire de Rabat recherche Professeur d'Enseignement Supérieur Directeur de Spécialité (PESD) H/F pour enseignement, recherche et soins. Exigences : Doctorat, expérience significative, solides compétences pédagogiques et de leadership. Postulez pour rejoindre un environnement dynamique et stimulant.","https://www.rekrute.com/offre-emploi-professeur-denseignement-superieur-directeur-de-specialite-pesd-hf-recrutement-universite-internationale-de-rabat-uir-rabat-176772.html"
