title_clean,company_clean,location_clean,desc_length,word_count,is_remote,has_contract_info,has_experience_info,has_education_info,has_salary_info,balanced_category
femme de ménage_ bouskoura,domino rh,bouskoura,476,68,0,0,0,0,0,AUTRE
taxateur/ pointeur (h/f) – fès,confidentiel,fès,724,107,0,0,0,1,0,AUTRE
psychologue clinicien - rabat,clinique la vallée,rabat,1245,179,0,0,0,1,1,AUTRE
stagiaires en gestion des projets bac+3 - bouskoura,confidentiel,bouskoura,1123,162,0,0,0,1,0,AUTRE
comptable sénior - bouskoura - casablanca,confidentiel,bouskoura,1209,155,0,0,1,1,0,COMPTABILITE_FINANCE
superviseur commercial centre d'appel - rabat,particulier,rabat,1199,165,0,0,1,0,0,COMMERCIAL_VENTE
opérateur de ligne avec permis clark - lissasfa - casablanca,confidentiel,casablanca,317,48,0,0,0,0,1,PRODUCTION_INDUSTRIE
agent d'exploitation - intérim - mohammadia - casablanca,confidentiel,casablanca,275,42,0,0,0,0,1,AUTRE
stagiaire chargé de recrutement – casablanca / bac + 5 en rh,secteur d'intérim,casablanca,930,135,0,1,0,1,0,RESSOURCES_HUMAINES
recrutement divers postes -casablanca (rte tadart) / bac+2/3,secteur boulangerie pâtisserie,casablanca,707,90,0,0,1,1,0,AUTRE
conducteur de travaux - bouskoura,promoteur immobilier,bouskoura,182,28,0,0,0,0,0,PRODUCTION_INDUSTRIE
caissière_ casablanca / bac+2,domino rh,casablanca,403,59,0,0,0,1,0,AUTRE
chargé(e) de la relation client / bac+2/3 - casablanca,confidentiel,casablanca,893,129,0,0,0,1,0,AUTRE
responsable achats - agadir,particulier,agadir,313,45,0,0,0,0,0,MANAGEMENT
coordinatrice rh - agadir,particulier,agadir,326,48,0,0,0,0,0,RESSOURCES_HUMAINES
comptable confirmé - agadir,particulier,agadir,336,44,0,0,0,0,0,COMPTABILITE_FINANCE
gestionnaire de paie à ben guérir - benguerir,dekra services,benguerir,1645,238,0,0,0,0,1,AUTRE
soudeur tig – fabrication mécanique – berrechid - casablanca,vhp,casablanca,577,85,0,0,0,1,0,AUTRE
usineur tourneur (f) casa- nouace-berrechid - casablanca,vhp,casablanca,702,100,0,0,0,0,0,AUTRE
superviseur de production – spécialiste moule / bac +3 - nador,manpower,nador,2068,284,0,0,0,1,0,PRODUCTION_INDUSTRIE
femme de menage - marrakech,dream part immo,marrakech,598,89,0,0,0,0,0,AUTRE
technicien de laboratoire produit fini / bac +3 - nador,manpower,nador,1622,228,0,0,0,1,0,PRODUCTION_INDUSTRIE
technicien procédé – atelier mélange / bac +3 - nador,manpower,nador,1901,254,0,0,0,1,0,PRODUCTION_INDUSTRIE
technicien maintenance électrique / bac +2 - nador,manpower,nador,1952,256,0,0,0,1,1,PRODUCTION_INDUSTRIE
comptable confirmé(e) - casablanca,a discuter,casablanca,1240,172,0,0,0,1,0,COMPTABILITE_FINANCE
back office rh / casablanca,xxxx,casablanca,1278,200,0,0,0,1,0,RESSOURCES_HUMAINES
agent de pointage rh - bernoussi - casablanca,xxxx,casablanca,871,123,0,0,0,0,0,RESSOURCES_HUMAINES
technicien it-marrakech-,hotel,marrakech,221,34,0,0,0,0,0,PRODUCTION_INDUSTRIE
assistant front office manager-marrakech-,hotel,marrakech,208,30,0,0,0,0,0,ADMINISTRATIF
chargé administratif rh ( h/f) -marrakech-,hotel,marrakech,251,37,0,0,0,0,0,RESSOURCES_HUMAINES
receptionniste-benguerir-,hotel,benguerir,234,32,0,0,0,0,0,AUTRE
chauffeur poids lourd - had soualem,beinterim,had soualem,667,98,0,0,0,0,0,LOGISTIQUE_TRANSPORT
magasinier -casablanca,best profil,casablanca,195,24,0,0,0,0,0,AUTRE
coursier tanger,pas important,tanger,780,131,0,1,0,0,0,AUTRE
chauffeur camions - casablanca,best profil,casablanca,201,27,0,0,0,0,0,LOGISTIQUE_TRANSPORT
responsable logistique - casablanca,xxxx,casablanca,1300,174,0,0,0,1,0,LOGISTIQUE_TRANSPORT
cariste marrakech,manpower group,marrakech,118,18,0,0,0,0,0,AUTRE
chargé de crédit_agadir / bac+3,avanta services,agadir,566,85,0,1,0,1,0,AUTRE
technicien help desk-casablanca,best profil,casablanca,251,34,0,0,0,0,0,PRODUCTION_INDUSTRIE
manager h/f marrakech,mcdonald's,marrakech,911,130,0,0,0,1,0,MANAGEMENT
comptable junior- casablanca,best profil,casablanca,228,34,0,0,1,0,0,COMPTABILITE_FINANCE
chef de partie pâtisserie (h/f) - marrakech,artus,marrakech,141,21,0,0,0,0,0,MANAGEMENT
laveur voiture - casablanca,dekra,casablanca,133,21,0,0,0,0,0,AUTRE
aide documentaliste / bac+2 - rabat,beinterim,rabat,1255,179,0,0,0,1,0,AUTRE
chargés de recouvrement / bac+3 - casablanca,dekra services,casablanca,829,128,0,0,0,1,1,AUTRE
comptable / casablanca / bac +2,confidentiel,casablanca,1481,215,0,0,0,1,0,COMPTABILITE_FINANCE
conseillères de vente en parfumerie - tout le maroc,manpower,tout le maroc,1128,166,0,0,0,0,1,AUTRE
coiffeur pour hommes/femmes - marrakech,artus,marrakech,277,38,0,0,1,0,0,AUTRE
therapeute spa-marrakech,mfe,marrakech,367,50,0,0,1,0,0,AUTRE
technicien it / bac +2 / bac +3 - casablanca,a discuter,casablanca,1422,200,0,0,0,1,0,PRODUCTION_INDUSTRIE
agent polyvalent magasin & caisse – casablanca,dama,casablanca,1200,176,0,0,0,1,0,AUTRE
assistante commercial - sidi maarouf - casablanca,artus,casablanca,1276,186,0,0,0,0,1,COMMERCIAL_VENTE
conseillères de vente en parfumerie - tout le maroc,manpower,tout le maroc,948,145,0,0,0,0,1,AUTRE
traducteur/interprète chinois – btp (maroc) - tanger,confidentiel,tanger,237,32,0,0,0,0,0,AUTRE
assistant trésorerie en intérim salaire 4000 dh - casablanca,manpower,casablanca,872,116,0,0,0,0,0,ADMINISTRATIF
assistant(e) commercial(e) - autre ville,linkinternational,autre ville,658,99,0,0,0,0,0,COMMERCIAL_VENTE
equipiers (h/f) - ain sebaa - casablanca,mcdonald's maroc,casablanca,849,124,0,0,0,1,0,AUTRE
opérateur de production - bouskoura,dama,bouskoura,1252,175,0,0,0,1,0,PRODUCTION_INDUSTRIE
مطلوب عمال في شركة بدار بوعزة - casablanca,proman maroc,casablanca,392,47,0,0,0,0,0,AUTRE
hydraulicien - casablanca / bac +2,.,casablanca,857,113,0,0,0,1,0,AUTRE
chargés clientèle nouaceur,xxxx,nouaceur,1116,173,0,0,0,0,0,AUTRE
assistante d'accueil - rabat / bac+2,artus,rabat,1264,187,0,0,0,1,1,ADMINISTRATIF
team lead (h/f) - logistique / bac+3 / bac+5 - casablanca,rhs emploi,casablanca,1500,233,0,1,0,1,0,LOGISTIQUE_TRANSPORT
agent de contrôle & développement / bac+2 ou bac+3 - casablanca,ozon express,casablanca,435,58,0,0,0,1,0,AUTRE
livreur rabat,ozon express,rabat,1226,111,0,0,0,0,0,AUTRE
manager h/f - agadir,mcdonald's maroc,agadir,911,130,0,0,0,1,0,MANAGEMENT
préparateur de commandes / mohammedia,solano emlpoi,mohammedia,340,51,0,1,0,0,0,AUTRE
agent qhse (h/f) / bac+2 - mohammedia,solano emlpoi,mohammedia,448,64,0,1,0,1,0,AUTRE
chargé de portefeuille - nador,fondation arrawaj,nador,1323,198,0,0,0,1,0,AUTRE
chargé de portefeuille - agadir,fondation arrawaj,agadir,847,132,0,0,0,0,0,AUTRE
chargé de portefeuille - salé/khemisset,fondation arrawaj,salé,1342,197,0,0,0,1,0,AUTRE
cherche commerciale (f) à dar bouazza - casablanca,société basée à dar bouazza,casablanca,518,77,0,0,0,1,0,COMMERCIAL_VENTE
responsable marketing - casablanca,confidentiel,casablanca,1249,171,0,0,0,0,0,MARKETING_COM
community manager junior - casablanca,confidentiel,casablanca,626,90,0,0,1,0,0,MARKETING_COM
administrateur base de données / bac+5 - casablanca,filiale,casablanca,483,65,0,0,0,1,0,AUTRE
responsable des achats - casablanca,filiale,casablanca,749,103,0,0,0,1,0,MANAGEMENT
opérateur / opératrice - casablanca,hotin,casablanca,1008,143,0,0,0,0,0,PRODUCTION_INDUSTRIE
merchandiser gms à casablanca,confidentiel,casablanca,666,106,0,0,0,0,0,AUTRE
aide vendeur à tetouan avec permis c,confidentiel,tétouan,621,92,0,0,0,0,0,COMMERCIAL_VENTE
merchandiser circuit traditionnel à casablanca,confidentiel,casablanca,601,95,0,0,0,0,0,AUTRE
merchandiser gms à kenitra - kénitra,confidentiel,kenitra,664,105,0,0,0,0,0,AUTRE
merchandiser gms à meknès,confidentiel,meknès,663,105,0,0,0,0,0,AUTRE
pré vendeur détail à casablanca,confidentiel,casablanca,415,64,0,0,0,0,0,COMMERCIAL_VENTE
chargé de logistique,non spécifié,taroudant,211,31,0,0,0,0,0,LOGISTIQUE_TRANSPORT
ingénieur en électricité – bâtiment / infrastructure,job connect,rabat,736,100,0,0,0,0,0,INGENIERIE
responsable maintenance (ingénieur(e) en électromécanique) h/f,somas,mohammedia,711,93,0,1,0,0,0,PRODUCTION_INDUSTRIE
"formateur vacataire en ""exploiter les instruments de mesure""",institut de formation aux métiers du btp,fès,711,96,0,0,0,0,0,AUTRE
technicien en informatique - systèmes / réseaux,somebal,témara,190,29,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable logistique import et export,aya gold and silver,casablanca,703,92,0,0,0,0,1,LOGISTIQUE_TRANSPORT
développeur windev,vetcam,agadir,706,87,0,0,0,0,0,IT_DEVELOPPEMENT
chef d´atelier - menuiserie aluminium,alunionprofil systeme,témara,459,63,0,0,0,0,0,AUTRE
ingénieur en sécurité incendie,expert eye engineering,casablanca,563,71,0,0,0,0,0,INGENIERIE
technicien simulateur,atlas multiservices,nouasseur,717,96,0,0,0,0,0,PRODUCTION_INDUSTRIE
agent de chargement et déchargement de produits alimentaires,true work,skhirat,492,76,0,0,0,0,1,AUTRE
secrétaire de direction anglophone,amspec morocco,mohammedia,724,91,0,0,0,0,0,ADMINISTRATIF
designer d´intérieur,sketch design maroc,rabat,722,112,0,0,0,0,0,AUTRE
responsable de maintenance – parc engins btp,non spécifié,mohammedia,730,94,0,0,1,0,0,PRODUCTION_INDUSTRIE
ingénieur réseaux et sécurité informatique,annour technologies,casablanca,705,87,0,0,0,0,0,INGENIERIE
développeur drupal en freelance,emploi.ma,travail à distance,291,37,0,0,0,0,0,IT_DEVELOPPEMENT
human resources and administrative officer,africawork,casablanca,734,105,0,1,0,0,1,AUTRE
décorateur et architecte d’intérieur,bozar home,casablanca,448,64,0,0,0,0,0,AUTRE
"sekretär/in, sachbearbeiter/in",recally sarl,rabat,684,78,0,0,0,0,0,AUTRE
pilote qualité,tesca morocco,tanger,493,75,0,0,0,0,0,AUTRE
responsable laboratoire (électricité),ingelec,casablanca,697,94,0,0,0,0,0,MANAGEMENT
ingénieur biomédical (h/f),profils recrutement,casablanca,729,101,0,0,0,0,0,INGENIERIE
mécanicien poids lourds,general private interim,casablanca,488,61,0,0,0,0,0,AUTRE
superviseur magasin h/f,non spécifié,région beni mellal,700,102,0,0,1,0,0,AUTRE
formateur(trice) f/h géomètre topographe,institut de formation aux métiers du btp,fès,718,100,0,0,0,0,0,AUTRE
opérateur h/f,bottu,non spécifié,560,74,0,0,0,0,0,PRODUCTION_INDUSTRIE
manager de production,selha maroc,casablanca,271,37,0,0,0,0,0,PRODUCTION_INDUSTRIE
ingénieur maintenance,bottu,casablanca,415,53,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable moyens généraux,calliope,casablanca,747,106,0,0,0,0,0,MANAGEMENT
consultant(e) en ressources pédagogiques,calliope,béni mellal,745,96,0,0,0,0,0,AUTRE
consultant(e) en ressources pédagogiques,calliope,agadir,700,87,0,0,0,0,0,AUTRE
représentant(e) pédagogique,calliope,marrakech,715,91,0,0,0,0,0,AUTRE
coordinatrice pédagogique,calliope,casablanca,590,81,0,0,0,0,0,AUTRE
responsable développement commercial anglophone,calliope,casablanca,716,89,0,0,0,0,0,COMMERCIAL_VENTE
chargé(e) d´accueil - accueil des visiteurs (h/f),calliope,casablanca,572,78,0,0,0,0,0,ADMINISTRATIF
magasinier,calliope,casablanca,479,71,0,0,0,0,0,AUTRE
enseignant(e) fle,calliope,tout le maroc,653,91,0,0,0,0,0,AUTRE
cadre administration ressources humaines (filiales),bottu,casablanca,703,100,0,0,0,0,0,RESSOURCES_HUMAINES
responsable marketing et communication,calliope,casablanca,720,98,0,0,0,0,0,MARKETING_COM
responsable développement centre d’affaires,calliope,casablanca,672,90,0,0,0,0,0,MANAGEMENT
responsable e-commerce,calliope,casablanca,636,99,0,0,0,0,0,MANAGEMENT
responsable relations publiques,calliope,casablanca,732,97,0,0,0,0,0,MANAGEMENT
brand manager,soft group holding,casablanca,733,109,0,0,0,0,0,MANAGEMENT
operations coordinator,skybridge logistics,casablanca,332,48,0,0,0,0,0,AUTRE
technicien en informatique de gestion,plus interim,casablanca,567,82,0,0,0,0,0,PRODUCTION_INDUSTRIE
gestionnaire de paie,dekra services,ben guerir,742,109,0,0,0,0,0,AUTRE
comptable (h/f),dekra services,rabat,520,68,0,0,0,0,0,COMPTABILITE_FINANCE
infirmière intérimaire,tectra casa tertiaire – recrutement,salé,430,60,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,guelmim,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,bouznika,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,mohammedia,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,ain atiq,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,settat,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,boulmane dades,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,tinghir,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,driouech,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,beni mellal,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,meknès al manzal,716,111,0,0,0,0,0,AUTRE
chef d´agence,fondation arrawaj,meknès rich,716,111,0,0,0,0,0,AUTRE
commercial senior concepteur cuisine expérimenté (h/f),ixina agadir - souss massa cuisines,agadir,727,101,0,0,1,0,0,COMMERCIAL_VENTE
professeur permanent en marketing,edvantis higher education group,fès,358,47,0,0,0,0,0,MARKETING_COM
technicien électroménager,tectra,rabat,430,63,0,0,0,0,0,PRODUCTION_INDUSTRIE
ingénieur recherche et développement,colorado,casablanca,324,41,0,0,0,0,0,INGENIERIE
professeur permanent en informatique,edvantis higher education group,fès,352,47,0,0,0,0,0,AUTRE
professeur permanent en informatique,edvantis higher education group,casablanca,358,47,0,0,0,0,0,AUTRE
surveillant internat,tectra casa tertiaire – recrutement,bouskoura,698,100,0,0,0,0,0,AUTRE
technicien cfo/cfa,tectra,rabat,668,89,0,0,0,0,0,PRODUCTION_INDUSTRIE
chef d´equipe en génie civil,tectra,rabat,426,62,0,0,0,0,0,AUTRE
technicien continuous improvement (ci),lear corporation meknes,meknès,656,98,0,0,0,1,0,PRODUCTION_INDUSTRIE
assistante des ressources humaines,innov engineering consulting,rabat,545,79,0,0,0,0,0,RESSOURCES_HUMAINES
assistante achat logistique,tectra agence ain sbaa,casablanca,189,29,0,0,0,0,0,LOGISTIQUE_TRANSPORT
soudeur,tectra,casablanca,713,101,0,0,0,0,0,AUTRE
magasinier,tectra casa bourgogne – recrutement,casablanca,698,97,0,0,0,0,0,AUTRE
magasinier préparateur commande,bricoma,casablanca,264,38,0,0,0,0,0,AUTRE
chargé juridique,bricoma,casablanca,720,104,0,0,0,0,0,AUTRE
contrôleur de gestion junior (h/f),soft group holding,casablanca,707,94,0,0,1,0,0,COMPTABILITE_FINANCE
comptable h/f,tectra,ain harrouda,352,52,0,0,1,0,1,COMPTABILITE_FINANCE
chargé de recouvrement terrain,dekra services,safi,78,12,0,0,0,0,0,AUTRE
agent(e)administratif(ve) – encaissement,job connect,rabat,735,101,0,0,0,0,0,ADMINISTRATIF
assistant administratif h/f,tectra,ain harrouda,627,78,0,0,0,0,0,ADMINISTRATIF
agent recouvrement,tectra,mohammedia,467,78,0,1,0,0,1,AUTRE
chargé(e) assurance qualité,general private interim,casablanca,385,51,0,0,0,0,0,AUTRE
chargé ressources humaines,tectra,mohammedia,200,33,0,1,1,0,1,RESSOURCES_HUMAINES
développeur profil devops (h/f),ycn dev maroc,rabat,710,96,0,0,0,1,0,IT_DEVELOPPEMENT
directeur de projet – consortium,tectra,abidjan,689,96,0,0,0,0,0,MANAGEMENT
directeur travaux hydraulique,tectra,abidjan,725,100,0,0,0,0,0,MANAGEMENT
magasinier pièces de rechange,tectra recrutement maroc,had soualem,702,93,0,0,0,0,0,AUTRE
responsable commercial – matériel dentaire (h/f),job connect,rabat,724,93,0,0,0,0,0,COMMERCIAL_VENTE
assistante administrative btp / travaux,job connect,rabat,512,69,0,0,0,0,0,ADMINISTRATIF
agent de contrôle,briqueterie jbel annour,mohammedia,358,56,0,0,0,0,0,AUTRE
analyste kyc et scan,tectra rabat - kenitra,rabat,707,95,0,0,0,0,0,AUTRE
responsable supply chain trilingue (h/f),solu-performance,tanger,726,100,0,0,0,0,0,LOGISTIQUE_TRANSPORT
gestionnaire sinistre,ycn dev maroc,non spécifié,706,101,0,0,0,0,0,AUTRE
barman / barmaid,riad laaroussa,fès,717,105,0,1,0,0,1,AUTRE
technicien en génie civil,tectra,rabat,741,106,0,0,0,0,0,PRODUCTION_INDUSTRIE
agent commercial terrain chr,tectra casa bourgogne – recrutement,casablanca,704,96,0,0,0,0,0,COMMERCIAL_VENTE
ingénieur de contrôle et suivi des travaux (barrages),non spécifié,casablanca,420,61,0,0,0,0,1,INGENIERIE
sales supervisor,africawork maroc,saudi arabia,689,103,0,0,0,0,0,COMMERCIAL_VENTE
sales representative,africawork maroc,saudi arabia,701,95,0,0,0,0,0,COMMERCIAL_VENTE
manutentionnaire / manœuvre,general private interim,had soualem,289,43,0,0,0,0,0,AUTRE
technicien (h/f) supérieur en automatisme,tectra agence ain sbaa,casablanca,129,21,0,0,0,0,0,PRODUCTION_INDUSTRIE
électromécanicien,tectra agence ain sbaa,casablanca,580,76,0,0,0,0,0,AUTRE
téléconseiller(e) francophone h/f,tectra rabat - kenitra,rabat,377,55,0,0,0,0,0,AUTRE
infirmière,tectra rabat - kenitra,rabat,361,52,0,0,0,0,0,AUTRE
gestionnaire ressources humaines,non spécifié,rabat,362,46,0,0,0,0,1,RESSOURCES_HUMAINES
agent administratif logistique parc automobile,tectra casa bourgogne – recrutement,casablanca,682,83,0,0,0,0,0,LOGISTIQUE_TRANSPORT
responsable inventaire,non spécifié,nouaceur,218,31,0,0,0,0,0,MANAGEMENT
chef de projet digitale senior,africawork,casablanca,702,106,0,0,1,0,0,MANAGEMENT
commercial terrain,tectra rabat - kenitra,rabat,425,61,0,0,0,0,0,COMMERCIAL_VENTE
contrôleuse qualité,tectra,ain harrouda,210,32,0,0,0,0,1,AUTRE
administrative back-office assistant,africawork,casablanca,711,97,0,0,0,1,0,ADMINISTRATIF
technico commercial (biologie),tectra agence ain sbaa,casablanca,722,92,0,0,0,0,0,COMMERCIAL_VENTE
technologue junior h/f,jibal,salé,720,95,0,0,1,0,0,AUTRE
responsable supply chain,solu-performance,tanger,711,97,0,0,0,0,0,LOGISTIQUE_TRANSPORT
marchandiseur,colorado,rabat,249,38,0,0,0,0,0,AUTRE
magasinier pièces de rechange (pdr) camions,vetcam,ait melloul,714,104,0,0,0,0,0,AUTRE
chef de projet sage x3,colorado,casablanca,711,103,0,0,0,0,0,MANAGEMENT
technicien laboratoire btp,vetcam,ait melloul,714,101,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable parc engins,vetcam,ait melloul,689,90,0,0,0,0,0,MANAGEMENT
accounting assistant (anglophone),tectra casa tertiaire – recrutement,casablanca,56,8,0,0,0,0,0,ADMINISTRATIF
assistante administrative,innov engineering consulting,rabat,509,63,0,0,0,0,0,ADMINISTRATIF
technicien maintenance engins lourds,wassie developpement,khouribga,652,94,0,0,0,0,0,PRODUCTION_INDUSTRIE
programmeur cnc,wassie developpement,casablanca,614,85,0,0,0,0,0,IT_DEVELOPPEMENT
mécanicien monteur réducteur,wassie developpement,casablanca,635,84,0,0,0,0,0,AUTRE
chef de projet industriel (mécanique / construction métallique),wassie developpement,casablanca,664,93,0,0,0,0,0,MANAGEMENT
chef de chantier mécanique / construction métallique,wassie developpement,casablanca,480,67,0,0,0,0,0,MANAGEMENT
acheteur technique,wassie developpement,casablanca,710,89,0,0,0,0,0,LOGISTIQUE_TRANSPORT
vendeur(se) polyvalent,tectra,casablanca,262,36,0,0,0,0,0,COMMERCIAL_VENTE
technicien spécialisé hvac,tectra recrutement maroc,rabat,681,96,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien hvac,tectra recrutement maroc,rabat,669,90,0,0,0,0,0,PRODUCTION_INDUSTRIE
stagiaire ressources humaines,lear corporation meknes,meknès,722,95,0,1,0,0,0,RESSOURCES_HUMAINES
superviseur génie civil / second œuvre,tectra recrutement maroc,rabat,689,101,0,0,0,0,0,AUTRE
superviseur cfo,tectra casa bourgogne – recrutement,rabat,672,93,0,0,0,0,0,AUTRE
chef de projet mécanique,expert eye engineering,casablanca,580,79,0,0,0,0,0,MANAGEMENT
chef de projet génie civil,expert eye engineering,casablanca,481,65,0,0,0,0,0,MANAGEMENT
projeteur en charpente métallique,expert eye engineering,casablanca,488,68,0,0,0,0,0,AUTRE
ingénieur béton armé – calcul des bâtiments gc,expert eye engineering,casablanca,649,84,0,0,0,0,0,INGENIERIE
superviseur hvac / fluides,tectra recrutement maroc,rabat,645,91,0,0,0,0,0,AUTRE
superviseur cfa,tectra recrutement maroc,rabat,702,100,0,0,0,0,0,AUTRE
superviseur cfao,tectra casa bourgogne – recrutement,rabat,675,93,0,0,0,0,0,AUTRE
cariste en intérim,tectra casa bourgogne – recrutement,casablanca,674,92,0,0,0,0,0,AUTRE
gérant du magasin,xiaomi,casablanca,712,97,0,0,0,0,0,AUTRE
chef d’équipe,tectra,casablanca,249,37,0,0,0,0,0,AUTRE
responsable des achats,non spécifié,casablanca,473,71,0,0,0,0,0,MANAGEMENT
chargé(e) des achats,non spécifié,casablanca,125,18,0,0,0,0,0,AUTRE
chargé(e) juridique,bricoma,casablanca,720,104,0,0,0,0,0,AUTRE
gérant de station-service,non spécifié,ben maachou,548,77,0,0,0,0,0,AUTRE
économe,tectra rabat - kenitra,rabat,688,96,0,0,0,0,0,AUTRE
ingénieur commercial,africawork,casablanca,692,88,0,0,0,0,0,COMMERCIAL_VENTE
social media specialist,xiaomi,casablanca,691,92,0,0,0,0,0,MARKETING_COM
technicien comptable,bricoma,casablanca,591,76,0,0,0,0,0,COMPTABILITE_FINANCE
chef / responsable de production,tectra rabat - kenitra,rabat,663,87,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargé(e) logistique anglophone,tectra,mohammedia,710,97,0,0,0,0,0,LOGISTIQUE_TRANSPORT
électricien industriel,tectra,casablanca,389,60,0,0,0,0,0,AUTRE
assistante comptable,tectra agence ain sbaa,casablanca,228,34,0,0,0,0,0,COMPTABILITE_FINANCE
technicien frigoriste,tectra,casablanca,580,79,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien (mécanique – électrique – électronique),general private interim,casablanca,438,56,0,0,0,1,0,PRODUCTION_INDUSTRIE
chauffeur camion et bus,general private interim,casablanca,127,22,0,0,0,0,0,LOGISTIQUE_TRANSPORT
associate auditor,tectra casa tertiaire – recrutement,casablanca,255,35,0,0,0,0,0,AUTRE
chargée ressources humaines,amspec morocco,mohammedia,656,95,0,0,0,0,0,RESSOURCES_HUMAINES
merchandising assistant-reliever,tectra casa tertiaire – recrutement,casablanca,129,18,0,0,0,0,0,ADMINISTRATIF
comptable h/f,amspec morocco,mohammedia,712,99,0,0,0,0,0,COMPTABILITE_FINANCE
assistante de production,bottu,non spécifié,670,92,0,0,0,0,0,PRODUCTION_INDUSTRIE
ingénieur de production,bottu,non spécifié,630,86,0,0,0,0,0,PRODUCTION_INDUSTRIE
technicien electricité,tectra casa bourgogne – recrutement,casablanca,696,88,0,0,0,0,0,PRODUCTION_INDUSTRIE
cariste en intérim,tectra casa bourgogne – recrutement,casablanca,218,34,0,0,0,0,0,AUTRE
technicien électromécanicien,tectra casa bourgogne – recrutement,casablanca,507,64,0,0,1,0,0,PRODUCTION_INDUSTRIE
technicien en construction métallique,tectra casa bourgogne – recrutement,casablanca,640,90,0,0,0,0,0,PRODUCTION_INDUSTRIE
comptable en intérim (h/f),tectra casa bourgogne – recrutement,casablanca,700,91,0,0,0,0,0,COMPTABILITE_FINANCE
technicien conducteur chaudière en intérim,tectra casa bourgogne – recrutement,casablanca,691,90,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargé de recrutement h/f,tectra casa bourgogne – recrutement,casablanca,677,91,0,0,0,0,1,AUTRE
opérateur qualité cnc (technologie qualité pour moules),tectra casa tertiaire – recrutement,nador,671,100,0,0,0,0,0,PRODUCTION_INDUSTRIE
contrôleur qualité (inspection visuelle et ub),tectra casa tertiaire – recrutement,nador,698,101,0,0,0,0,0,AUTRE
technicien maintenance électrique,tectra casa tertiaire – recrutement,nador,692,91,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable production,ingelec,casablanca,694,93,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable prévention et maintenance /service après-location (h/f),soft group holding,casablanca,734,99,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable hse (h/f),soft group holding,casablanca,719,100,0,0,0,0,0,MANAGEMENT
technicien de contrôle qualité,compagnie industrielle des fibres,tanger,714,95,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable maintenance mécanique fixe,aya gold and silver,agadir,716,97,0,0,0,0,0,PRODUCTION_INDUSTRIE
responsable management qualité,tectra casa bourgogne – recrutement,bir jdid,730,101,0,0,0,0,0,MANAGEMENT
responsable hse,tectra,marrakech,691,105,0,0,0,0,0,MANAGEMENT
assistant comptable h/f,tectra casa bourgogne – recrutement,casablanca,687,91,0,0,0,0,0,COMPTABILITE_FINANCE
responsable maintenance - secteur métallurgique,tectra casa bourgogne – recrutement,bir jdid,722,93,0,0,0,0,0,PRODUCTION_INDUSTRIE
développeur profil devops (h/f),ycn dev maroc,rabat,712,97,0,0,0,1,0,IT_DEVELOPPEMENT
technicien des systèmes d’information hospitalier,afrihealth solutions,kenitra,685,84,0,0,0,0,0,PRODUCTION_INDUSTRIE
chargé de portefeuille,fondation arrawaj,skhirat,490,75,0,0,0,0,0,AUTRE
chargé de portefeuille h/f,fondation arrawaj,tamesna,494,76,0,0,0,0,0,AUTRE
assistante de direction bilingue (arabe / français),ycn dev maroc,rabat,705,84,0,0,0,0,0,ADMINISTRATIF
technicien courant faible,tectra casa bourgogne – recrutement,casablanca,685,90,0,0,0,0,0,PRODUCTION_INDUSTRIE
comptable sénior avec expérience en cabinet,firec & associes,casablanca,693,106,0,0,1,0,0,COMPTABILITE_FINANCE
commercial automotive,bajaj auto,casablanca,379,55,0,0,0,0,0,COMMERCIAL_VENTE
adjoint responsable magasin,tectra casa bourgogne – recrutement,casablanca,695,95,0,0,0,0,0,MANAGEMENT
animatrice(eur),tectra,mohammedia,138,22,0,0,0,0,1,AUTRE
chef de ligne,tectra,casablanca,538,80,0,0,0,0,0,MANAGEMENT
chargé de maintenance en mécanique electronique pneumatique,tectra casa bourgogne – recrutement,dar bouazza,688,87,0,0,0,0,0,PRODUCTION_INDUSTRIE
stagiaire pfe – maintenance,sepalumic,bouskoura,611,84,0,0,0,0,0,PRODUCTION_INDUSTRIE
