title_clean,company_clean,location_clean,description_clean,desc_length,title_length,word_count,source,link
recrutement divers postes -casablanca (rte tadart) / bac+2/3,secteur boulangerie pâtisserie,casablanca,"mes favoris connexion inscription faq contact ouverture prochaine – restaurant & pâtisserie sur casablanca – route de taddart. dans le cadre du lancement d’un nouveau concept de restaurant & pâtisserie, plusieurs postes sont à pourvoir immédiatement. postes recherchés : -boulanger(e) -pâtissier(e) -cuisinier / commis de cuisine -vendeur(se) / employé(e) polyvalent(e) -serveur(se) -caissier(ère) -manager (profil expérimenté) profil recherché : -passion pour la gastronomie et le service client -sérieux(se), motivé(e), esprit d’équipe -formation et/ou expérience en restauration appréciée -managers : bac+2/3 et expérience exigée -autres postes : niveau bac ou diplôme métier",707,60,90,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10290027/Recrutement-divers-postes-casablanca-(rte-tadart)-bac23.html
conducteur de travaux - bouskoura,promoteur immobilier,bouskoura,"mes favoris connexion inscription faq contact nous sommes un promoteur immobilier, nous sommes à la recherche d''un conducteur de travaux pour le suivi de chantier tout corps d''état",182,33,28,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10290784/Conducteur-de-travaux.html
caissière_ casablanca / bac+2,domino rh,casablanca,"mes favoris connexion inscription faq contact nous sommes à la recherche de candidates dynamiques et motivées pour rejoindre l’équipe d’un centre commercial situé à mers sultan. - profil recherché : bac+2 en gestion / commerce une première expérience comme caissière, idéalement en grandes surfaces sens du service client, rigueur et bonne présentation - lieu : mers sultan – casablanca",403,30,59,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10256186/Caissière-casablanca-bac2.html
chargé(e) de la relation client / bac+2/3 - casablanca,confidentiel,casablanca,"mes favoris connexion inscription faq contact - offre d’emploi : chargé(e) de la relation client nous recherchons un(e) chargé(e) de la relation client dynamique et motivé(e) pour rejoindre notre équipe ! missions principales : • gérer les appels entrants et sortants des clients. • répondre aux demandes d’information, réclamations ou suggestions. • assurer un suivi personnalisé des dossiers clients. • veiller à la satisfaction et à la fidélisation de la clientèle. profil recherché : • bac+2/3 en commerce, gestion ou équivalent. • expérience minimum d’un an dans un poste similaire. • aisance relationnelle, sens de l’écoute. • excellente communication orale et écrite en français. • bonne maîtrise du pack office. - lieu : casablanca lissasfa - disponibilité : immédiate pour postuler : merci d''adresser vos candidatures via maroc annonces.",893,55,129,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297721/Chargé(e)-de-la-relation-client-bac23.html
responsable achats - agadir,particulier,agadir,"mes favoris connexion inscription faq contact nous recrutons un responsable achats en charge de la gestion des fournisseurs, des commandes et de l’optimisation des coûts. une expérience dans le secteur de l’hôtellerie est fortement requise. les personnes intéressées sont priées de nous envoyer leur cv.",313,27,45,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297720/Responsable-Achats-Agadir.html
coordinatrice rh - agadir,particulier,agadir,"mes favoris connexion inscription faq contact nous recrutons une coordinatrice rh chargée de la gestion administrative du personnel, du suivi rh et de la coordination avec les équipes. une expérience dans le secteur de l’hôtellerie est fortement requise. les personnes intéressées sont priées de nous envoyer leur cv.",326,25,48,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297715/Coordinatrice-RH-Agadir.html
comptable confirmé - agadir,particulier,agadir,"mes favoris connexion inscription faq contact nous recrutons un comptable confirmé justifiant d’une expérience confirmée, avec maîtrise des opérations comptables, fiscales et des clôtures. une expérience dans le secteur de l’hôtellerie est fortement requise. les personnes intéressées sont priées de nous envoyer leur cv.",336,28,44,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297705/Comptable-confirmé-Agadir.html
gestionnaire de paie à ben guérir - benguerir,dekra services,benguerir,"mes favoris connexion inscription faq contact notre client, une entreprise de renom basée à ben guérir, recrute ses gestionnaires de paie. vous êtes responsable de : - préparer la paie en collectant et en analysant toutes les informations nécessaires (temps de travail, congés payés, heures supplémentaires, primes, taxes, cotisations, maladie, augmentation, acomptes, titres-restaurant, etc.). - contrôler et effectuer la saisie des données relatives à l’élaboration des bulletins de paie dans un logiciel de paie erp - éditer les bulletins de paie, dans le respect de la réglementation du travail, de la législation, et de la politique rh de l’entreprise. - gérer la mise à jour des paramétrages du logiciel de paie. - établir les déclarations fiscales et sociales de l’entreprise (cotisations salariales et patronales, cnss, mutuelle, cimr, …). - assurer et entretenir les relations avec les organismes sociaux. - s’assurer de l’application du droit social et du droit du travail (rémunération, durée de travail, congés, …). - participer aux activités d’administration du personnel (par exemple : suivi des absences ou des congés, avenants contrats de travail). - élaborer des documents de synthèse : tableaux de bord, masse salariale, entrées et/ou sorties. - effectuer les travaux post-paie (archivage, paiement des charges sociales…) de formation en gestion et/ou comptabilité ou équivalent, vous justifiez d’une expérience d’au moins 4 années dans une fonction similaire. vous êtes dynamique, disponible et autonome. vous faites preuve d’une bonne maitrise du process de la paie.",1645,47,238,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10295987/Gestionnaire-de-paie-à-Ben-Guérir.html
soudeur tig – fabrication mécanique – berrechid - casablanca,vhp,casablanca,"mes favoris connexion inscription faq contact nous recrutons pour notre client un soudeur tig dans la région de berrechid. profil recherché : diplôme en fabrication mécanique ou équivalent expérience en soudage tig (souhaitée) bonne maîtrise de la lecture de plans techniques rigueur, précision et respect des règles de sécurité missions principales : réaliser des opérations de soudage tig selon les plans et procédures contrôler la qualité des soudures réalisées respecter les normes de qualité et de sécurité en vigueur lieu de travail : 📍 berrechid",577,65,85,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297683/Soudeur-TIG-–-Fabrication-Mécanique-–-Berrechid.html
usineur tourneur (f) casa- nouace-berrechid - casablanca,vhp,casablanca,"mes favoris connexion inscription faq contact nous recrutons des usineuses tourneuses (fille) pour intégrer notre unité industrielle située dans la région casablanca – nouaceur – berrechid. profil recherché : formation en fabrication mécanique ou usinage (ima) première expérience exigée en tournage sur machine à commande numérique (cn) capacité à lire les plans techniques rigueur, précision et sens des responsabilités missions principales : réaliser des opérations de tournage sur machines cn assurer le réglage et le contrôle des pièces usinées veiller au respect des normes de qualité et de sécurité lieu de travail : 📍 région casablanca – nouaceur – berrechid",702,56,100,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297672/Usineur-tourneur-(f)-casa-nouace-berrechid.html
superviseur de production – spécialiste moule / bac +3 - nador,manpower,nador,"mes favoris connexion inscription faq contact superviseur de production – spécialiste moule contribuez à créer un avenir meilleur nous recrutons pour une entreprise industrielle internationale spécialisée dans la fabrication de pneus, disposant d’une usine ultramoderne située à nador – zone d’accélération industrielle de betoya driouch-amejjaou. dans le cadre du renforcement des équipes de production, nous recherchons un superviseur de production – spécialiste moule. votre mission en tant que superviseur de production – spécialiste moule, vous serez chargé d’assurer le pilotage, l’optimisation et le suivi des procédés de production, tout en garantissant la qualité des produits, la performance industrielle et le respect des normes de sécurité. vos responsabilités : surveiller et ajuster les paramètres de production sur le terrain analyser les données de production afin d’améliorer la performance et la qualité superviser les équipes et veiller au respect des procédures opératoires identifier et résoudre les problèmes techniques et les anomalies qualité participer au contrôle qualité et à la prévention des non-conformités appliquer les règles de sécurité, les standards 5s et les bonnes pratiques industrielles participer à la maintenance de premier niveau des équipements et des moules collaborer étroitement avec les équipes r&d, qualité et maintenance former et accompagner les opérateurs aux bonnes pratiques profil recherché bac +3 en mécanique à commande numérique ou domaine équivalent expérience de 24 à 36 mois en environnement industriel bonne connaissance du fonctionnement et de la maintenance des équipements mécaniques et des moules maîtrise du français et de l’arabe (le chinois est un atout) leadership, esprit d’équipe et bonnes capacités de communication rigueur dans l’application des règles de sécurité et des procédures 5s disponibilité pour travailler en horaires postés (shift) motivation à contribuer au lancement et au succès d’une nouvel",2068,65,284,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297646/Superviseur-de-production-–-spécialiste-moule-bac-3.html
femme de menage - marrakech,dream part immo,marrakech,"mes favoris connexion inscription faq contact nous recherchons une femme de ménage sérieuse et motivée pour assurer l’entretien et la propreté de nos locaux. - horaires : shift fixe : 15h00 à 00h00 - lieu : marrakech gueliz - missions principales : nettoyage et entretien des locaux désinfection des surfaces gestion du matériel et des produits de nettoyage respect des règles d’hygiène et de sécurité - profil recherché : expérience dans le nettoyage (souhaitée) ponctuelle, discrète et organisée capacité à travailler en autonomie disponible sur le créneau horaire indiqué",598,27,89,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297629/FEMME-DE-MENAGE.html
technicien de laboratoire produit fini / bac +3 - nador,manpower,nador,"mes favoris connexion inscription faq contact technicien de laboratoire – centre de tests / produit fini contribuez à créer un avenir meilleur nous recrutons pour une entreprise industrielle internationale spécialisée dans la fabrication de pneus, disposant d’une usine ultramoderne à nador. dans le cadre du renforcement du centre de tests et laboratoire produit fini, nous recherchons un technicien de laboratoire. votre mission en tant que technicien de laboratoire (tests produit fini), vous serez chargé de réaliser les analyses et essais nécessaires pour garantir la conformité des produits finis aux normes de qualité, de sécurité et de performance. vos responsabilités : prélever et préparer les échantillons de produits finis pour les essais réaliser les tests physiques et chimiques selon les protocoles en vigueur analyser et interpréter les résultats des essais identifier les écarts par rapport aux standards qualité rédiger les rapports d’analyse et assurer le reporting des anomalies appliquer strictement les règles de sécurité et les procédures du laboratoire collaborer avec les équipes qualité, production et r&d profil recherché bac +3 minimum en génie chimique, chimie des matériaux ou domaine similaire expérience en laboratoire industriel souhaitée maîtrise de l’arabe et du français (le chinois est un atout) bonne maîtrise des techniques d’analyse et des équipements de laboratoire rigueur, sens de l’analyse et capacité à travailler sous pression esprit d’équipe et bonnes compétences en communication disponibilité pour travailler à nador",1622,55,228,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297628/Technicien-de-laboratoire-produit-fini-bac-3.html
technicien procédé – atelier mélange / bac +3 - nador,manpower,nador,"mes favoris connexion inscription faq contact technicien procédé – atelier mélange / produit demi-fini / vulcanisation contribuez à créer un avenir meilleur nous recrutons pour une entreprise industrielle internationale spécialisée dans la fabrication de pneus, disposant d’une usine ultramoderne située à nador – zone d’accélération industrielle de betoya driouch-amejjaou. cette unité industrielle ambitionne de devenir une référence en matière d’innovation, de qualité et de performance. dans le cadre du renforcement de ses équipes, nous recherchons un technicien procédé motivé et compétent. votre mission en tant que technicien procédé, vous assurez l’exécution, le suivi et l’optimisation des procédés de production (mélange, extrusion, vulcanisation) afin de garantir la qualité, l’efficacité opérationnelle et le respect des normes de sécurité. vos responsabilités : surveiller et ajuster les paramètres de production analyser les données pour améliorer la performance et la qualité veiller au respect des procédures opératoires identifier et traiter les anomalies techniques et qualité participer aux contrôles qualité et à la prévention des non-conformités appliquer les règles de sécurité et les standards 5s contribuer à la maintenance de premier niveau des équipements collaborer avec les équipes r&d, qualité et maintenance former et accompagner les opérateurs profil recherché bac +3 en génie chimique et applications expérience de 24 à 36 mois en environnement industriel (mélange, extrusion ou vulcanisation) maîtrise du français et de l’arabe (le chinois est un atout) bonne connaissance des procédés industriels et des standards qualité esprit d’équipe, rigueur et sens de la communication capacité à résoudre les problèmes techniques disponibilité pour travailler en horaires postés (shift)",1901,58,254,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297617/Technicien-procédé-–-atelier-mélange-bac-3.html
technicien maintenance électrique / bac +2 - nador,manpower,nador,"mes favoris connexion inscription faq contact contribuez à créer un avenir meilleur nous recrutons pour une entreprise industrielle internationale spécialisée dans la fabrication de pneus, disposant d’une usine ultramoderne à nador. dans le cadre du démarrage et du renforcement des équipes techniques, nous recherchons un technicien maintenance électrique. votre mission en tant que technicien maintenance électrique, vous serez chargé d’assurer la maintenance préventive et corrective des installations et équipements électriques, afin de garantir la continuité de la production et la sécurité des installations. vos responsabilités : réaliser les inspections et la maintenance régulière des systèmes électriques diagnostiquer et réparer les pannes électriques afin de réduire les arrêts de production participer à l’installation, au réglage et à la mise en service de nouveaux équipements veiller au respect des normes de sécurité électrique et à la conformité des installations collaborer avec les équipes de production et de maintenance pour planifier les interventions profil recherché bac +2 minimum (technicien spécialisé ou équivalent) spécialisation en électricité industrielle, automatisme ou électromécanique expérience en maintenance industrielle fortement souhaitée bonne maîtrise de l’arabe et du français (le chinois est un atout) bonne connaissance des systèmes électriques industriels et des outils de diagnostic capacité à résoudre les pannes et à travailler sous pression esprit d’équipe, rigueur et sens de la communication disponibilité pour travailler à nador ce que nous offrons environnement industriel moderne et innovant opportunités d’évolution et de développement professionnel rémunération attractive et avantages compétitifs culture axée sur la sécurité, la qualité et le bien-être travail au sein d’une équipe dynamique et collaborative",1952,51,256,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297620/Technicien-maintenance-Électrique-bac-2.html
comptable confirmé(e) - casablanca,a discuter,casablanca,"mes favoris connexion inscription faq contact nous sommes une société basé sur à casablanca, nous recherchons un comptable confirmé disposant d’une solide expérience pour rejoindre notre équipe et assurer la gestion complète de la comptabilité dans un environnement dynamique et exigeant. missions principales : • tenue de la comptabilité générale et analytique •arrêté et analyse des comptes • saisie, contrôle et classement des pièces comptables • établissement des déclarations fiscales et sociales • préparation des situations mensuelles fournisseurs et clients • suivi de la trésorerie et rapprochements bancaires • participation aux audits internes et externes • contrôle de la conformité des opérations comptables •gestion de la paie •suivi de la caisse profil recherché • bac+3 en comptabilité • minimum 3 à 5 ans d’expérience en tant que comptable confirmé • maîtrise du référentiel comptable marocain • excellente maîtrise d’excel et des logiciels comptables et de préférence (odoo) • rigueur, sens de l’organisation et respect des délais • esprit d’analyse, autonomie et discrétion professionnelle pour postuler envoyez votre cv actualisé via ce site",1240,35,172,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10293896/Comptable-Confirmé(e).html
back office rh / casablanca,xxxx,casablanca,"mes favoris connexion inscription faq contact nous recrutons pour le compte de notre client un back office • gestion des emails ; • gestion et suivi du courrier arrivée et départs ; • communication et suivi avec les régionaux et les superviseurs ; • recrutement des agents ; • suivi des dossiers administratifs des nouveaux recrus (scan et affectation au système) ; • traitement du pointage ; • traitement des réclamations des agents & des clients ; • gestion des demandes des agents ; • suivi des attachements ; • suivi des accusés de facture mensuelle gs et ni • suivi de livraison des epi avec les décharges ; • organisation & suivi des interventions (grand ménage + vitrier,…) ; • traitement des demandes d’achats par client et par besoin (gs et ni) ; • suivi juridique ; - excellentes compétences en communication (orale et écrite). - capacité à gérer plusieurs tâches simultanément et à respecter les délais. - sens de l''organisation et souci du détail. - capacité à travailler en équipe et à interagir efficacement avec différents départements. - bonne connaissance des procédures administratives et de gestion des ressources humaines. - maîtrise l’outil informatique -rigueur, organisation et esprit analytique",1278,27,200,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10053435/Back-office-rh-casablanca.html
agent de pointage rh - bernoussi - casablanca,xxxx,casablanca,"mes favoris connexion inscription faq contact profil recherché pour le poste : agent de pointage - bernoussi missions principales : contrôler quotidiennement les présences, absences, retards et heures supplémentaires des salariés. enregistrer les données de pointage dans les outils mis en place (badgeuse, registre, logiciel rh). signaler les anomalies (retards répétés, absences injustifiées, erreurs de saisie) au responsable rh ou au gestionnaire de paie. préparer et transmettre les états récapitulatifs de pointage pour l’élaboration de la paie. assurer le suivi des congés, permissions et récupérations en coordination avec le service rh. veiller au respect des règles de discipline et de présence sur les différents sites (usine, carrières, etc.). participer aux contrôles internes et aux audits relatifs à la gestion du temps de travail.",871,45,123,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10228921/Agent-de-Pointage-RH-Bernoussi.html
technicien it-marrakech-,hotel,marrakech,mes favoris connexion inscription faq contact nous sommes à la recherche d''un technicien it pour le compte d''un hotel de luxe sur marrakech. pour les personnes intéressées merci de nous faire parvenir vos candidatures.,221,24,34,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297567/Technicien-IT-Marrakech.html
assistant front office manager-marrakech-,hotel,marrakech,mes favoris connexion inscription faq contact nous sommes à la recherche d''un assistant front office manager h/f sur marrakech. pour les personnes intéressées merci de nous faire parvenir vos candidatures.,208,41,30,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297520/Assistant-front-office-Manager-Marrakech.html
chargé administratif rh ( h/f) -marrakech-,hotel,marrakech,"mes favoris connexion inscription faq contact nous sommes à la recherche d''un chargé administratif rh ( h/f) , pour le compte d''un établissement hotelier sur marrakech. pour les personnes intéressées merci de nous faire parvenir vos candidatures.",251,43,37,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297514/chargé-administratif-RH-(-HF)-Marrakech.html
receptionniste-benguerir-,hotel,benguerir,mes favoris connexion inscription faq contact nous sommes à la recherche d''un réceptionniste pour le compte d''un établissement hôtelier sur benguerir. pour les personnes intéressées merci de nous faire parvenir vos candidatures.,234,25,32,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297507/Receptionniste-BENGUERIR.html
chauffeur poids lourd - had soualem,beinterim,had soualem,"mes favoris connexion inscription faq contact nous recrutons pour le compte de notre client à had soualem un chauffeur poids lourd. compétences clés - conduite de camions poids lourds (transport national / régional) - chargement et déchargement des marchandises - respect des itinéraires, délais et consignes de livraison - vérification quotidienne de l’état du véhicule - remplissage des documents de transport (bon de livraison, feuille de route…) -respect des règles de sécurité routière et du code du travail profil: - permis poids lourd validé - carte professionnelle - bonne connaissance du réseau routier - sérieux, ponctuel et responsable",667,35,98,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297500/Chauffeur-Poids-Lourd.html
magasinier -casablanca,best profil,casablanca,mes favoris connexion inscription faq contact entreprise best profil recrute pour son client des magasiniers a casablanca poste -expérience obligatoire profil recherché -expérience obligatoire,195,22,24,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297489/MAGASINIER-CASABLANCA.html
coursier tanger,pas important,tanger,"mes favoris connexion inscription faq contact nous sommes à la recherche des coursiers moto ayant les permis b pour notre clinique située à casablanca. missions principales : - livrer des colis et des documents à travers la ville, en respectant les délais et les instructions. - utiliser une moto pour effectuer les livraisons. - gérer les colis et les documents de manière sécurisée et efficace. - respecter les règles de la route et les réglementations en vigueur. - effectuer des tâches administratives liées à la livraison des colis et des documents. profil recherché : - permis de conduire a et b valide, - expérience en tant que coursier moto ou dans un rôle similaire, - maitrise du français, - connaissance de la région, - contrat : cdi - ville : tanger",780,15,131,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297487/Coursier-Tanger.html
chauffeur camions - casablanca,best profil,casablanca,mes favoris connexion inscription faq contact entreprise best recrute pour son client des chauffeurs camions à casablanca poste - permis camion obligatoire profil recherché -permis camion obligatoire,201,30,27,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297480/chauffeur-camions.html
responsable logistique - casablanca,xxxx,casablanca,"mes favoris connexion inscription faq contact missions : gérer l’ensemble du processus d’achat de matériels et fournitures nécessaires aux activités de l’entreprise. établir et entretenir des relations avec les fournisseurs pour garantir la qualité et la compétitivité des prix. superviser la gestion des stocks et l’approvisionnement afin d’assurer une disponibilité optimale des ressources. coordonner la logistique des opérations, y compris le transport et la distribution des produits. analyser les besoins en fonction des projets et des contrats en cours pour anticiper les demandes. collaborer étroitement avec les départements opérationnels pour s’assurer que les exigences en matière de qualité et de délais sont respectées. profil recherché : diplôme en gestion, logistique, ou domaine connexe. expérience significative dans un poste similaire excellentes compétences en négociation et en communication. capacité à travailler sous pression et à gérer plusieurs projets simultanément. maîtrise des outils informatiques et des logiciels de gestion des stocks. nous offrons : un environnement de travail stimulant et professionnel. des opportunités de développement et de formation continue. un package salarial attractif et des avantages compétitifs.",1300,35,174,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297471/Responsable-Logistique.html
cariste marrakech,manpower group,marrakech,mes favoris connexion inscription faq contact nous cherchons pour le compte de notre client basé marrakech un cariste,118,17,18,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297470/Cariste-Marrakech.html
chargé de crédit_agadir / bac+3,avanta services,agadir,"mes favoris connexion inscription faq contact pour le compte de notre client, nous recrutons des chargés de portefeuille pour la gestion des dossiers crédit (h/f) ayant bac+3 en économie. responsabilités: • prospection et développement du portefeuille clients • analyse et montage des dossiers de crédit • suivi et gestion du portefeuille clients • gestion des impayés et recouvrement - profil recherché • diplôme : bac+3 en économie • package : 4000 net + primes + mutuelle complémentaire • contrat : cdi •localisation: agadir et régions",566,33,85,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297450/Chargé-de-crédit-agadir-bac3.html
technicien help desk-casablanca,best profil,casablanca,"mes favoris connexion inscription faq contact entreprise best profil recrute pour le compte de son client, un(e) technicien help desk à casablanca ayant une expérience obligatoire poste -technicien help desk profil recherché -experience obligatoire",251,31,34,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10294426/Technicien-help-desk-casablanca.html
manager h/f marrakech,mcdonald''s,marrakech,"mes favoris connexion inscription faq contact mcdonald''s maroc recrute des managers: le manager est le garant d’une bonne gestion du restaurant, il veille tout le temps sur la qualité, le service, la propreté pendant son shift et la sécurité des biens et des collaborateurs du restaurant. evolution professionnelle :s’il a le potentiel en termes de compétences comportementales, managériales et opérationnelles, il pourra évoluer vers le poste de 1er assistant après avoir rempli les critères pour passer le conseil de nomination et décrocher éventuellement le poste de directeur de restaurant une fois ses compétences confirmées. profil recherché :la fonction est accessible aux bac +2 et plus. une première expérience en management, relation client, vente, etc…est souhaitable , bonne maîtrise de la relation client animation d''équipe pratique professionnelle de la langue française.",911,21,130,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10294573/Manager-HF-Marrakech.html
comptable junior- casablanca,best profil,casablanca,"mes favoris connexion inscription faq contact entreprise best profil recrute pour le compte de son client, un(e) comptable junior à casablanca ayant une expérience obligatoire poste -experience de 3 ans -bon niveau en francais",228,28,34,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10294647/Comptable-Junior-CASABLANCA.html
chef de partie pâtisserie (h/f) - marrakech,artus,marrakech,"mes favoris connexion inscription faq contact nous recrutons pour notre client, un hôtel situé à marrakech, un chef de partie pâtisserie.",141,44,21,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297445/Chef-de-Partie-Pâtisserie-(HF)-Marrakech.html
laveur voiture - casablanca,dekra,casablanca,mes favoris connexion inscription faq contact nous recrutons pour le compte de notre client des laveur voiture merci d''envoyer vos cv,133,27,21,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297442/Laveur-voiture.html
aide documentaliste / bac+2 - rabat,beinterim,rabat,"mes favoris connexion inscription faq contact nous recrutons pour le compte de notre client sur rabat un aide documentaliste. les missions du poste : -accueillir et orienter les utilisateurs de la bibliothèque (élèves, professeurs, staff administratif) ; - fournir des informations et une assistance de base aux utilisateurs dans leurs recherches documentaires ; - veiller à la qualité de l’accueil et du lieu (confort, propreté, organisation des espaces) ; - enregistrer les nouvelles acquisitions (ouvrages, livres pédagogiques, encyclopédies, etc.) ; - classer et ranger les ouvrages selon les systèmes de classification en vigueur ; - gérer les prêts et retours d’ouvrages via le système intégré de gestion de bibliothèques ; - participer à l’organisation des actions à caractère événementiel, culturel, et artistique ; - contribuer à l’organisation d’événements culturels ou éducatifs (expositions, conférences, ateliers) ; profil : - diplôme de niveau bac+2 au minimum, spécialisé dans les métiers de l''information de préférence ; - maîtrise des outils informatiques : logiciels de gestion documentaire, bases de données, moteurs de recherche ; - connaissance des techniques de classement et d''indexation ;",1255,35,179,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297435/Aide-documentaliste-bac2.html
chargés de recouvrement / bac+3 - casablanca,dekra services,casablanca,"mes favoris connexion inscription faq contact nous cherchons dans le cadre de l’intérim longue durée, des chargés de recouvrement (h/f) pour le compte d’un organisme financier à sidi maarouf. affecté(e)s au plateforme-forme engagements, vous serez en charge de la gestion de la relation client et négociation commerciale en vue de trouver une solution pérenne à sa situation irrégulière (débits cav clients et/ou impayés de crédit) dans le respect des règles et de la politique de recouvrement. a cet effet, vous êtes en charge de: bac+3 avec une première expérience de préférence dans le recouvrement. vous êtes dynamique, autonome avec un grand sens de responsabilité. vous êtes à l’écoute de vos clients et vous faites preuve d’un bon sens de communication en français. salaire net : 4 000 dhs",829,45,128,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10291451/Chargés-de-recouvrement-bac3.html
comptable / casablanca / bac +2,confidentiel,casablanca,"mes favoris connexion inscription faq contact mission principale : la gestion des opérations comptables quotidiennes, de garantir la fiabilité des documents financiers et de veiller au respect des normes comptables et fiscales. responsabilités : · enregistrer les opérations comptables courantes (achats, ventes, banques, etc.) · assurer le suivi des comptes clients et fournisseurs · participer à la préparation des déclarations fiscales et sociales (tva, impôts, charges sociales, etc.) · préparer les documents nécessaires à la clôture mensuelle et annuelle des comptes · participer à l''élaboration des états financiers (bilan, compte de résultat, etc.) · aider à la gestion des immobilisations et des amortissements · mettre à jour et organiser les dossiers comptables · participer à l’élaboration des budgets et du suivi des dépenses · apporter un soutien lors des audits internes et externes · assurer le respect des délais et des procédures comptables compétences requises : · connaissance des principes comptables et fiscaux · rigueur et précision dans l''exécution des tâches · bonne capacité d''organisation et de gestion des priorités · esprit d''analyse et sens de la confidentialité · aisance avec les outils informatiques (tableaux excel, logiciels de gestion) · bonnes capacités relationnelles et sens du travail en équipe formation et expérience : · bac +2 · minimum 1 an d’expérience dans une fonction similaire",1481,31,215,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10065469/Comptable-casablanca-bac-2.html
conseillères de vente en parfumerie - tout le maroc,manpower,tout le maroc,"mes favoris connexion inscription faq contact offre d’emploi : vendeuses – marque de parfumerie (contrat intérim) dans le cadre du développement de notre marque de parfumerie, nous recrutons des vendeuses en contrat d’intérim pour nos points de vente situés à : - safi – béni mellal – berrechid – almaz – bouskoura profil recherché : présentable et dynamique bon sens du relationnel et de la communication expérience en vente (parfumerie ou cosmétique souhaitée, non obligatoire) sérieuse, ponctuelle et motivée capacité à conseiller et fidéliser la clientèle missions : accueillir et conseiller les clients présenter et promouvoir les produits de parfumerie assurer les ventes et atteindre les objectifs maintenir la propreté et la bonne présentation du point de vente type de contrat : contrat d’intérim (mission temporaire) durée selon les besoins du point de vente possibilité de renouvellement nous offrons : salaire attractif + commissions formation sur les produits environnement de travail agréable - pour postuler : merci d’envoyer votre cv + photo+ville souhaitée via ce site",1128,52,166,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297414/conseillères-de-vente-en-parfumerie.html
coiffeur pour hommes/femmes - marrakech,artus,marrakech,"mes favoris connexion inscription faq contact nous recrutons pour notre client, un hôtel situé à marrakech, un coiffeur expérimenté spécialisé dans la coiffure homme et femme, maitrisant parfaitement les techniques de brushing, séchoir et touts les finitions associés.",277,39,38,MarocAnnonces,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297410/Coiffeur-pour-HommesFemmes-Marrakech.html
